name	url	telephone	tax_num	street	locality	region	postcode	country	Causes	Mission	Geographic areas served	Programs	Results	Target demographics	Direct beneficiaries per year
Children of Uganda	http://www.childrenofuganda.org	800-531-9612	EIN 75-2577687	P.O. Box 659	Charles Town	WV	25414	USA	International, International Agricultural Development, International Cultural Exchange, International Exchange, International Relief	The mission of Children of Uganda is to support and empower hundreds of orphans and vulnerable children in Uganda to lead successful and productive lives.  Our vision is that all children in Uganda receive an education to become healthy, productive members of their community who assume leadership roles and positively impact Ugandan society.	Rakai, Mukono and Kampala districts of Uganda.	Orphans and vulnerable children from the Rakai, Mukono and Kampala districts of Uganda are provided with school fees, clothing, meals and access to basic medical care.  Students are supported at the primary (elementary), secondary (middle and high school), as well as vocational (trade school) level. Philip's House in the Mukono district provides basic living requirements, health services, physiotherapy and education to young adults with varied mental and physical disabilities. In 2012, COU initiated the Family Empowerment Program with the aim of assisting child guardians with knowledge and skills training, Income Generating Projects (IGPs), as well as counseling and psycho-social support. Every few years, the Tour of Light brings talented children to perform across America.  Through music, drum and dance, they share their beautiful culture, raise global awareness of the effects of AIDS and to advocate for international aid on behalf of their fellow brothers and sisters in Uganda.	Over the past 18 years, Children of Uganda has provided education, clothing, food, shelter and support to thousands of Uganda's most vulnerable children, teens and young adults.    In its first year, our new Family Empowerment Program benefited a total of 52 people including 11 female caretakers (all women who were carefully selected based on their vulnerability, health condition, age and the number of orphaned children in their care) and their children.  The program also helped grow small businesses in the following industries: grocery, food vending, agriculture (tomatoes, maize and soybeans), mushroom growing, retail shops, a piggery project and a charcoal and firewood business.  The groundwork for the program has been set, but we are seeking additional funding to expand its services to benefit more families in the coming year.  In 2012, we spend a lot of energy and resources to revive our Tour of Light - a music, dance and drumming tour of America that raises much needed funds for the organization's programs and awareness of HIV/AIDs, poverty and Uganda's orphan crisis.  It was a great success as our troupe performed throughout twelve states for eight weeks.  Highlights included performances at Googleplex (Corporate Headquarters of Google, Inc.), Agape International Spiritual Center, The John F. Kennedy Center for the Performing Arts at Millennium Stage, and a joint performance with the Chicago Childrens Choir.  Even more so, the children engaged in cultural exchange programs and put on spectacular performances at churches, schools, universities and community centers across the United States.	We support orphan and vulnerable youth, as well as their families.	Direct beneficiaries include children, teens and young adults who are sponsored by individuals or groups through Children of Uganda.
West Virginia State Honey Festival & Fair Inc	http://		EIN 55-0719354	PO Box 2149	Parkersburg	WV	26102	USA	Agricultural Programs, Food						
Dubois On Main Museum Company Ltd	http://		EIN 46-1023288	116 Main St	Mount Hope	WV	25880	USA	Arts & Culture, Museums						
Association Of Womens Business Centers	http://www.awbc.org	(701) 223-0707	EIN 37-1771308	137 Sunnyside Dr	Oak Hill	WV	25901	USA	Job Training	Support of education for women in business		Education for service providers to women entrepreneurs			
ABLE Families, Inc.	http://www.ablefamilies.org/		EIN 55-0734539	PO Box 1249	Kermit	WV	25674	USA	Education, Family Services, Human Service Organizations, Human Services	A.B.L.E. Families was founded in 1995 by the Sisters of St. Joseph of Wheeling, WV. Its mission is to confront the systemic causes of poverty by supporting families as they make positive changes in their lives.    Our philosophy is embedded in our name.  The 'ABLE' is an acronym. We AFFIRM the dignity of each individual; we BELIEVE in the uniqueness and talents of everyone; we hold LEARNING as the key to new skills; we EMPOWER people to create a better future for themselves and their community.  All are welcome to use our services. We offer a place and a time for people to come together to sit, talk, plan, and get involved in making community-wide change.		Afterschool, adult education (GED test prep), summer camps, in-home education for maternal and infant health, nutrition education		Low-income families in Mingo County, West Virginia	
Charleston Alliance For The Mentally Ill, Inc. (Chami)	http://		EIN 31-1122144	5453 Kingswood Ln	Charleston	WV	25313	USA							
Forest Hill Volunteer Fire Department Inc	http://		EIN 56-0754776	Po Box 124	Forest Hill	WV	24935	USA	Disaster Aid, Fire Prevention						
Civil Air Patrol, Inc.	http://www.capnhq.gov/		EIN 55-0730716	Rt 5 Box 202 Aa	Bluefield	WV	24701	USA	Disaster Aid, Disaster Preparedness & Relief Services, Human Service Organizations, Human Services	For more than 50 years, the Civil Air Patrol has aggressively performed the missions Congress mandated in 1946: Aerospace Education, Cadet Programs, and Emergency Services.					
Nicholas County Historical And Genealogical Society Inc	http://		EIN 55-0646643	Po Box 443	Summersville	WV	26651	USA	Arts & Culture, History Museums						
Greenbrier Hotel United Fund	http://		EIN 55-6018984	300 W Main St	Wht Sphr Spgs	WV	24986	USA							
Greenbrier Valley Theatre	http://www.gvtheatre.org	866-888-1411	EIN 55-0484580	113 East Washington Street	Lewisburg	WV	24901	USA	Arts & Culture, Theater	The mission of Greenbrier Valley Theatre is to create live, professional theatre in West Virginia and, to enlighten, enrich, and enliven the life of our region.	Southern West Virginia	-Mainstage Productions -Youth Education Program -Regional Music Series -Literary Series -The Met: Live in HD Opera Series -New Voices Play Festival	In 45 years, we've gone from a small, summer theatre producing plays in a tent along the Greenbrier River, to a professional, million dollar, year round theatre company situated in downtown Lewisburg, WV. Our economic impact on our state is over 5.8 million dollars, and we inspire over 40,000 individuals a year through our theatre and arts programs.	youth ages 5-17; Adults 18-?	Over 40,000
Disability Action Center Inc	http://disabilityactioncenter.com	(304) 366-3213	EIN 55-0457248	102 Benoni Ave	Fairmont	WV	26554	USA	Developmentally Disabled Centers, Disabilities, Human Service Organizations, Human Services, Job Training	Education - provides various programs, services, and activities for individuals with mental retardation and their families		Education - providing various programs, services and activities for individuals with mental retardation and their families.			
Erickson All-Sports Facility Development Corporation	http://		EIN 55-0727836	Po Box 3750	Parkersburg	WV	26103	USA	Community Recreational Centers, Sports						
Potomac Highland Airport Authority	http://www.cumberlandairport.com	(304) 738-0002	EIN 52-1701059	165 Terminal Loop	Wiley Ford	WV	26767	USA	Public Transportation Systems	Operate regional airport		Provide management and operation of regional airport located near cumberland, md for the benefit of the regional area in maryland and west virginia			
Smoot Theater Corporation	http://www.smoot-theatre.com	(304) 422-7529	EIN 55-0698099	Po Box 886	Parkersburg	WV	26102	USA	Arts & Culture, Performing Arts Centers	Revitalization of local theatre for performing arts, including educational tours, childrens workshops, and theatre productions for all ages.		Revitalization and renovation of historic smoot theatre for performing arts, includes educational tours, childrens workshops, and productions for all ages.			
West Virginia Congress Of Parents And Teachers Inc	http://		EIN 55-0593363	Po Box 134	Flatwoods	WV	26621	USA							
American Marketing Association, Inc..	http://www.ama.org/		EIN 31-1042908	601 Avery St	Parkersburg	WV	26101	USA	Arts & Culture, Professional Societies & Associations	The American Marketing Association is an international professional organization for people involved in the practice, study and teaching of marketing. Our principal roles are: To always understand and satisfy the needs of marketers so as to provide them with products and services that will help them be better marketers. To empower marketers through information, education, relationships and resources that will enrich their professional development and careers. To advance the thought, application and ethical practice of marketing.					
Huntington Sports Committee Inc	http://	(304) 696-2483	EIN 55-0717899	2001 Third Avenue	Huntington	WV	25703	USA	Amateur Sports Competitions, Sports						
Paws Squad	http://		EIN 46-2823396	1412 Lincoln Hwy	Chapmanville	WV	25508	USA	Animal Protection & Welfare, Animals	Rescuing and finding homes for animals		The organizations finds neglected and abused animals the organization then checks the health of the animals and finds homes for those animals			
Camc Foundation Inc	http://www.camcfoundation.org	(304) 388-9860	EIN 31-0887133	Po Box 1547	Charleston	WV	25326	USA	Health, Medical Research, Pediatrics Research	Camc foundation, inc. ("camc foundation") is organized and operated exclusively for the purpose of receiving gifts, grants, contributions, devises and bequests, holding the same primarily as endowment funds, and making distributions of such funds, and the income received from the investment of the same, to or for the benefit of charleston area medical center, inc. ("camc"), a not-for-profit corporation organized under the laws of the state of west virginia. Camc's primary exempt purpose is to provide hospital and health services for the people residing in the area of charleston, west virginia.		Camc foundation, inc. Provides support to or for the benefit of charleston area medical center, inc. Grants were approved for research, education, and medical assistance.   camc foundation, inc. Provides support to or for the benefit of camc health education and research institute, inc. Grants were approved for research and education  camc foundation, inc. Provides support to, or for the benefit of, approximately 170 individuals and companies, particularly low-income individuals and families.			
Proliteracy Worldwide	http://		EIN 55-0712643	90 Howard St	Welch	WV	24801	USA							
Linsly School Incorporated	http://www.linsly.org	(304) 233-3260	EIN 55-0357035	60 Knox Ln	Wheeling	WV	26003	USA	Education, Secondary & High Schools	The linsly school offers a traditional college preparatory program where academic excellence and character development are emphasized in every facet of student life.		School - operation of private college preparatory school (grades 5th through 12th), with a total enrollment of 443 students.			
Lewis Memorial Missionary Baptist Church Of Huntington Wv	http://		EIN 55-0626231	5385 W Pea Ridge Rd	Huntington	WV	25705	USA							
Upper Kanawha Health Association	http://	(304) 525-3334	EIN 51-0146615	Po Box F	Cedar Grove	WV	25039	USA		To provide quality health care to all individuals, emphasizing outreach to those who are underserved.		Provided medical and dental services to underserved population in rural west virginia through federally funded rural health initiative project. Provided training to resident students from west virginia university and the west virginia school of osteopathic medicine. Provided free cholesterol, blood pressure, blood sugar and osteoporosis screenings. Provided $60,350 in charity care to indigent patients.			
Danville Panthers Midget Football I Nc	http://		EIN 27-2422431	Po Box 1027	Danville	WV	25053	USA	Football, Sports						
Gospel Light Tabernacle	http://		EIN 62-1417701	Po Box 2324	Elkins	WV	26241	USA	Christianity, Religion						
World Council Of Independent Christian Churches	http://www.wcicc.org		EIN 22-3200404	Po Box 406	Harpers Ferry	WV	25425	USA	Children & Youth, International, International Human Rights, Religion, Youth Development - Religious Leadership	The WCICC was founded to create a network for independent churches around the world to unite in the time of need. In this way needs could be shared with other independent churches.					
Keslers Cross Lanes Fire Department Inc	http://		EIN 55-0732623	6035 Summersville Lake Rd	Summersville	WV	26651	USA	Disaster Aid, Fire Prevention						
Childrens Place Inc	http://		EIN 31-1015200	625 Richmond St	Huntington	WV	25702	USA	Child Day Care, Children & Youth						
International Reading Association Inc	http://		EIN 55-0626735	7724 Seneca Trl	Hillsboro	WV	24946	USA							
Mountain Mission Inc Welfare Acct	http://www.mountainmission.com	(304) 344-3408	EIN 55-6029616	1620 7th Ave	Charleston	WV	25387	USA		To provide emergency services to the indigent and to provide financial and other assistance to underprivileged individuals.		Provide a wide array of services to indigent families and families with emergency needs due to fire, flood, domestic violence, and more. We service the kanawha valley, and services include but are not limited to utility services, certain housing needs, certain medication needs, certain transportation needs, food, clothing, furniture, baby needs, senior home modifications for safety purposes, and other basic needs.			
United States Power Squadrons	http://		EIN 34-6557327	161 Hillcrest Dr	Wellsburg	WV	26070	USA							
Big Brothers-Big Sisters Of North Central West Virginia Inc	http://www.bbbs-ncwv.org/	(304) 983-2383	EIN 31-1054315	500 Mylan Park Ln Ste 2	Morgantown	WV	26501	USA	Big Brothers & Big Sisters, Children & Youth	To improve the quality of life for youth by providing positive, supportive relationships through professionallly supported one-to-one relationships between caring adults and children. Services are focused on six through fifteen year olds who are predominantly from single parent homes.		Big brothers and big sisters of north central west virginia has been serving children since 1983. Our service area includes harrision, marion, and monongalia counties in west virginia. The organization has provided children with positive caring adult mentors. These professionally managed one-to-one relationships built lasting friendships that enhanced the childrens emotional, social, and recreational well-being.			
Hampshire County Arts Council	http://		EIN 55-0743867	Po Box 624	Romney	WV	26757	USA	Arts & Culture, Performing Arts						
Three Rivers Avian Center Inc	http://		EIN 55-0707460	2583 Brooks Mountain Rd	Hinton	WV	25951	USA	Animals, Bird Sanctuaries	Wild bird rehabenvironmental education		Public environmental education events reaching people throughout west virginia venues include public shooolscolleges museums libraries and state parks  240 patients representing 60 different species of non-game wild birds turned in for care 83 were released in good health  research- gathers and reports data on bald eagles in new river gorge began testing for toxic levels of lead in birds participated in tracking studies for the golden eagle			
Summersville Regional Medical Center	http://www.summersvilleregional.org	(304) 872-2891	EIN 55-0491651	400 Fairview Heights Rd	Summersville	WV	26651	USA		Above all else, summersville regional medical center is committed to the care and improvement of human life. In recognition of this commitment, we will strive to deliver quality, cost effective healthcare to the communities we serve.		The hospital provided 25,099 inpatient days of care as follows: acute intensive care 6,128, 632 nursery, 2,116 swing and 16,233 long-term care. Other services provided include 41,175 outpatient visits, 23,283 emergency room visits, 29,493 rural health clinic visits and 3,429 ambulatory surgeries. The hospital provides care to patients who meet certain criteria under its charity care policy without charge or at amounts less than its established rates. Charges foregone for charity during the year amounted to $218,942 for hospital services.			
Wyoming County Healthcare Facility, Inc.	http://		EIN 55-0738287	PO Box 309	Pineville	WV	24874	USA	Health						
Aquarian Universal Spiritualist Church	http://		EIN 31-1096392	Po Box 6006	Charleston	WV	25362	USA							
Beech Creek Volunteer Fire Department Inc	http://		EIN 55-0685583	Hc 81 Box 34-b	Matewan	WV	25678	USA							
Quail Unlimited, Inc.	http://		EIN 58-2260704	Rr 3 Box 107B	Philippi	WV	26416	USA							
Bahais Of Morgantown	http://		EIN 55-0728279	621 Grand St	Morgantown	WV	26501	USA							
Child Evangelism Fellowship Inc	http://		EIN 55-0695603	374 McCue Ave	Monongah	WV	26554	USA	Camps, Sports						
Assembly Of God	http://		EIN 55-0624360	Po Box 260	Green Spring	WV	26722	USA							
State Of West Virginia West Virginia University	http://		EIN 55-0677123	311 Main St	Middlebourne	WV	26149	USA	Children & Youth, Youth Development - Agricultural						
Woodrow Wilson High School Alumni Association Inc	http://		EIN 55-0653760	119 Second St Suite D	Beckley	WV	25801	USA	Alumni Associations, Education						
Gilmer County Family Resource Network Inc	http://		EIN 55-0754524	Po Box 115	Glenville	WV	26351	USA	Human Service Organizations, Human Services						
Good Samaritan Clinic Inc	http://goodsamaritanclinicparkersburgwv.com	(304) 834-3986	EIN 55-0708491	Po Box 1953	Parkersburg	WV	26102	USA	Human Service Organizations, Human Services	To provide the underinsured with access to a patient-centered medical home that facilitates quality care through partnerships between the individual and their health care team.		Primary care was provided to 212 patients in fiscal year 2014. Patients are interviewed by office staff to determine their qualifications for services and are scheduled for an appointment with a health care provider. Diagnostic testing, physical therapy, health education and in-patient services are provided by the local hospital. Referrals to physician specialists when necessary are also part of the service.			
Calvary Full Gospel Assembly	http://		EIN 34-1301795	826 Allegheny St	Follansbee	WV	26037	USA							
Seconds Out Training Center	http://		EIN 55-0745019	4793 1/2 Rte 10	Barboursville	WV	25504	USA	Amateur Sports, Sports						
Northwoods Property Owners Association Inc	http://		EIN 55-0745917	PO Box 834	Hedgesville	WV	25427	USA	Homeless & Housing, Homeowners & Tenants Associations						
Pop Warner Little Scholars, Inc.	http://		EIN 62-1352016	Rte 2 Box 30	Salem	WV	26426	USA	Football, Recreation & Sports, Sports	Pop Warner Little Scholars' mission is to inspire youth, regardless of race, creed, religion or national origin, and to practice the ideals of sportsmanship, scholarship, and physical fitness, as reflected in the life of the late Glenn Scobie "Pop" Warner.					
Womens International Bowling Congress Inc	http://		EIN 36-3906407	PO Box 124	Gary	WV	24836	USA							
Goodwill Industries Of Kanawha Valley Inc	http://www.goodwillkv.com	(304) 346-0811	EIN 55-0380828	215 Virginia St W	Charleston	WV	25302	USA	Human Service Organizations, Human Services	Goodwill industries assists persons with disabilities and those who are vocationally disadvantaged to achieve full participation and integration into society through the power of work.		Workforce development - goodwill provides a range of basic and intensive vocational services designed to assess and build vocational skills and potential, identify and develop employment opportunities and support job retention and career development for the people we serve. Services include information and referral, case management, vocational assessment and planning, transitional employment, job readiness training, job development and placement, job coaching and post-employment support. In 2014, goodwill provided over 1,261 individuals with 8,175 services and placed 92 program participants into competitive employment.   retail operations - goodwill's retail stores, e-commerce and after-market salvage recycling operations generate revenue to fund workforce development services as well as training and employment opportunities for the people we serve. Donated items from the community, including clothing, household goods, furniture and electronics are collected, sorted and prepared for resale or recycling. In 2014, goodwill's retail operations employed 386 people and provided $2,557,015 in wages. Retail and salvage recycling programs also diverted 1,904,960 pounds of materials from the landfill.   contracts operations - goodwill offers professional and cost-effective business solutions to commercial and government operations on a contractual basis to create training and employment options for the people we serve. Services provided include janitorial, grounds maintenance and temporary staffing. In 2014, goodwill's contracts operations cleaned 5 million square feet of space daily, maintained 74 acres of grounds weekly, and filled 47 temporary staffing assignments. These contracts created employment options for 248 individuals and provided $2,305,242 in wages.			
City Of Huntington Foundation Inc	http://		EIN 55-0670559	Po Box 1659	Huntington	WV	25717	USA	Philanthropy, Public Foundations						
White Sulphur Springs-Peniel Church	http://		EIN 55-0625271	Po Box 53	Caldwell	WV	24925	USA							
Virginia Stewart Gordon Tr	http://	(304) 424-8800	EIN 55-6016296	514 Market St	Parkersburg	WV	26101	USA		Promote the religious programs & work of the church.		Support of the adult choir of the first united methodist church.			
Berkeley County Crime Solvers Inc	http://		EIN 55-0657143	Po Box 2198	Martinsburg	WV	25402	USA	Crime & Law, Crime & Legal-Related						
Huntington Police Recreation Center Inc	http://		EIN 55-6028428	675 10th St	Huntington	WV	25701	USA							
West Virginia Congress Of Parents And Teachers, Inc.	http://		EIN 55-0692651	19 Junior Ave	Wheeling	WV	26003	USA							
Technology Student Association	http://		EIN 55-0615264	Po Box 798	Moundsville	WV	26041	USA							
Kings River Worship Center	http://		EIN 55-0624612	777 Mallory Ln N	Saint Albans	WV	25177	USA							
Communities Of Shalom Inc	http://		EIN 20-2736810	221 Washington St	Fairmont	WV	26554	USA	Education, Educational Services						
Wilderness Volunteer Fire Department Inc	http://		EIN 55-0735503	Po Box 150	Mt Lookout	WV	26678	USA	Disaster Aid, Fire Prevention						
Young Womens Christian Association Of Wheeling Wv	http://		EIN 55-0357063	1213 Market St	Wheeling	WV	26003	USA	Human Services, Young Mens or Womens Associations	The mission of the YWCA of Wheeling is to empower women and eliminate racism in the northern panhandle of West Virginia and eastern Ohio.					
First Christian Church D J Simpson Treas	http://		EIN 55-0364152	PO Box 6763	Charleston	WV	25362	USA							
W Va Council Of Churches	http://		EIN 55-0359016	2207 Wshngtn St E	Charleston	WV	25311	USA							
Community Action Of South Eastern West Virginia	http://www.casewv.org	(304) 323-2365	EIN 55-6025355	355 Bluefield Avenue Ste 323	Bluefield	WV	24701	USA	Economic Development, Urban & Community Economic Development	Organization is a community action		Head start - to promote the school readiness of children ages birth to 5 from low-income families within mercer and summers counties, by enhancing their cognitive, social and emotional development.   weatherization - to service mercer, monroe, raleigh, and summers counties with efficient weatherization improvements to achieve our goal of reducing energy costs for low income families with emphasis on elderly with disabilities and those families with children.   child and adult care food program - to aid in the provision of nutritious foods that contribute to the wellness, healthy growth, and development of young children, and the health and wellness of older adults and chronically impaired disabled persons.   other programs			
Friends Wilderness Center	http://www.friendswilderness.org		EIN 52-1101288	305 Friends Way	Harpers Ferry	WV	25425	USA		Quiet, safe, reflective place and opportunity steeped in pristine nature.Great for individuals or small groups.Mile of hiking trails.					
Council Of Senior Citizens Of Gilmer County Inc	http://		EIN 55-0537612	720 N Lewis St	Glenville	WV	26351	USA	Human Services, Senior Centers, Seniors	To study and document the needs of seniors, to encourage, promote and aid in the establishment of programs for seniors, to conduct programs of public education on programs on aging, to utilize opportunities to establish and implement programs for the aging.		In-home care program - to provide personal in-home care, homemaker services and other personal services for the elderly in gilmer county, wv.   provide nutritional meals to the senior citizens of gilmer county, wv. Served 33,902 meals for year ended september 30, 2014.   provide transportation, activities and other social services to the senior citizens of gilmer county, wv.			
Lazy C Large Animal Rescue Ranch	http://lclarescue.com	304-538-2295	EIN 45-4503523	540 J C Crider Road	Purgitsville	WV	26852	USA	Animal Protection & Welfare, Animals	...to promote respect, compassion, education, and advocacy resulting in a humane, stable, loving environment for all animals.	Purgitsville, West Virginia	environmental advocacy in youth and medium scale East Coast equine rescue.	We have placed over 65 animals in good homes since our founding.	rehabilitate, board, and train large animals.	about 20 large animals.
Rubicon Development Corporation	http://		EIN 55-0674279	1097 Greenbag Rd	Morgantown	WV	26508	USA	Homeless & Housing, Housing Rehabilitation						
Weirton Medical Center Auxiliary	http://		EIN 55-0561816	601 Colliers Way	Weirton	WV	26062	USA	General Hospitals, Health	The auxiliarys mission is to render service to the weirton medical center and its patients and assist the weirton medical center in promoting the health and welfare of the community in accordance with objectives established by the hospital.		The purpose of the organization is to promote the welfare of the weirton medical center to the public through services to the hospital and to its patients.   the auxiliary provides educational scholarships to high school seniors who have volunteered their time for the organization and are entering a medical field.			
Clay Center for the Arts & Sciences of West Virginia Inc.	http://www.theclaycenter.org	304-561-3570	EIN 55-0702401	One Clay Square	Charleston	WV	25301	USA	Arts & Culture	To inspire creativity, learning and wonder through experiences in the arts and sciences for all people of West Virginia and the region.		The clay center offers a comprehensive array of arts, science and interdisciplinary programming, as well as educational opportunities. Both on and off-site programs may include performances, residencies, workshops, art exhibitions, planetarium demonstrations, large format film screenings, special art and/or science demonstrations, school and public tours of permanent interactive science galleries, and other community outreach or special events held throughout the year. Educational programs are supplemented by the development and distribution of customized educational materials aligned with the relevant state and national academic content standards for participating schools and educators. In addition, antoher service area includes the care, maintenace and on-going rotational public presentation of an approximately 800-item permanent art collection primarily focused on 19th and 20th century american art.	50,000 children from across West Virginia and in surrounding states get hands-on art and science education each year through Clay Center field trips, outreach programs and distance learning presentations.		
Community Alternatives To Violence Inc	http://www.commav.org	(304) 262-4424	EIN 55-0751906	891 Auto Parts Pl Ste 136	Martinsburg	WV	25403	USA	Employment Preparation & Procurement, Job Training	Schedule o		Schedule o			
Greys Landing Greyhound Placement	http://		EIN 26-3139763	PO Box 121	Windsor Hts	WV	26075	USA	Animal Protection & Welfare, Animals						
Pta West Virginia Congress	http://		EIN 55-0014519	150 Josephine Ave	Madison	WV	25130	USA							
Marys Chapel Cemetery Association Of Philippi West Virginia	http://	(304) 457-4486	EIN 55-6021540	5134 Clemtown Rd	Philippi	WV	26416	USA	Cemeteries	To operate cemetery, preserve grave markers and maintain final resting places.		Cemetery			
Arado Internationl Inc	http://		EIN 55-0685560	5864 Scrabble Rd	Shepherdstown	WV	25443	USA	International, International Development						
Eastern Regional Family Resource Network Inc	http://		EIN 55-0750966	Po Box 598	Moorefield	WV	26836	USA	Health, Public Health	PROVIDE SERVICES FOR FAMILY					
Friends Of The Capitol Plaza Theater, Inc.	http://		EIN 55-0656724	123 Summers St	Charleston	WV	25301	USA							
Local Homeless Veteran Outreach	http://www.vetlives.com	(304) 651-4517	EIN 81-1103031	245 Antonio Avenue	Beckley	WV	25801	USA	Emergency Assistance, Employment, Homeless & Housing, Housing & Shelter, Job Training	Our mission is to make a remarkable difference in our homeless veterans lives by providing our heroes with work, food, and shelter and to end homelessness among our veterans in West Virginia.	The wild and wonderful state of West Virginia.			Provide veterans with work, food, and shelter.	10 homeless veteran find jobs, provided food, and shelter.
Young Mens Christian Association Of Wheeling	http://www.ymca.net		EIN 55-0357071	55 Lounez Ave	Wheeling	WV	26003	USA	Human Services, Physical Fitness & Community Recreational Facilities, Sports, Young Mens or Womens Associations	Founded in 1883, YMCAs collectively make up the largest nonprofit community service organization in America. YMCAs are at the heart of community life in neighborhoods and towns across the nation. They work to meet the health and social service needs of 16.9 million men, women and children.					
Vicki Dils Dance Company	http://		EIN 55-0577644	PO Box 1712	Parkersburg	WV	26102	USA							
Way Of Holiness Church Inc	http://		EIN 34-6609000	Po Box 1205	Buckhannon	WV	26201	USA							
Chums Early Learning Day Care Center Non-Profit, Inc.	http://		EIN 55-0696552	212 Liberty Ave	Clarksburg	WV	26301	USA	Child Day Care, Children & Youth						
Kanwaha Valley Friends Of Old-Time Music And Dance	http://	(304) 344-4314	EIN 55-0611292	Po Box 1684	Charleston	WV	25326	USA		Promotion of traditional music and dance		Concert series, fall festival, educational newsletter, and other information to aid in the promotion of traditional music and dance			
Soil And Water Conservation Society	http://		EIN 55-6025620	133 Hickory Hill Rd	Jane Lew	WV	26378	USA							
Northern Panhandle Head Start Inc	http://www.npheadstart.org	(304) 233-3290	EIN 55-0590843	1 Orchard Road Suite 1	Wheeling	WV	26003	USA		Pre-school development designed to meet the needs of pregnant mothers and children ages 3 months to 5 years who are primarily from low-income families.		Education programs - approx. 415 students enrolled serving five west virginia counties, including brooke, hancock, ohio, marshall and wetzel. Early headstart - approx. 132 children and/or pregnant mothers.   mihow program-approx. 40 students.			
Citizens Conservation Corps Of West Virginia	http://	(304) 254-9196	EIN 55-0725472	198 George St	Beckley	WV	25801	USA		To provide job training and opportunities to underpriveleged individuals		Operates the courtesy patrol for the highways of west virginia by bringing disadvantaged individuals into the workforce  provides labor and materials for maintenance and repairs to national parks and historic areas  development of recreation and activity sites in rural areas			
National Society Of The Daughters Of The American Revolution	http://www.dar.org		EIN 55-0721631	200 S Stonewall St	Sutton	WV	26601	USA	Arts & Culture, Education, Historical Organizations, History Museums, Libraries	The objectives of the National Society Daughters of the American Revolution are historic preservation, promotion of education and patriotic endeavor.					
Kanawha Putnam Emergency Planning Committee	http://www.kpepc.org	(304) 414-3600	EIN 55-0744155	113 Lakeview Dr	Charleston	WV	25313	USA	Disaster Aid, Disaster Preparedness & Relief Services	To bring together resources in kanawha and putnam counties to create a common plan for managing community emergencies		Kpepc facilitated the wv regional resiliency assessment program which focuses on chemical and energy sectors  dpepc faciliates the creation and maintenance of an all hazards emergency management plan and a hazardous chemical report for kanawha & putnam counties.   kpepc conducts various community education and awareness programs which focus on emergency preparedness.			
National Humane Education Society	http://www.nhes.org	(304) 725-0506	EIN 54-0618244	PO Box 340	Charles Town	WV	25414	USA	Animal Protection & Welfare, Animal-Related, Animals	Our mission is to foster a sentiment of kindness to animals in children and adults.  In 1954, Alice Morgan Wright, NHES board member, wrote of NHES, In 1948, we incorporated, a small group of us to carry on what we think is one of the urgent needs of our time, Humane Education.  Today, this urgent need is still with us and at NHES we address it through our programs servicesall of which serve to educate the public and decrease animal suffering.	the United States	(1) Humane Education & Advocacy, (2) Spay Today, (3) The Briggs Animal Adoption Center, and (4) Alliance Partnerships			
Auxiliary Of The Preston Memorial Hospital Inc	http://		EIN 55-0522396	300 S Price St	Kingwood	WV	26537	USA	Health						
Aglow International	http://www.aglow.org/		EIN 55-0738743	58 Quail Ln	Danville	WV	25053	USA	Christianity, Religion	Aglow International is an intercultural transdenominational organization of Christian women with more than 3,500 fellowships in more than 151 nations. Our mission is to lead women to Jesus Christ and provide opportunity for Christian women to grow in their faith and minister to others. Aglow's vision to impact the lives of women worldwide is expressed in the strategic focuses of: Prayer, Evangelism, Relationship, and Reconciliation.					
Roane County Historical Society Inc	http://		EIN 55-0753575	Po Box 161	Spencer	WV	25276	USA							
Harrison County Society For Crippled Children & Adults Inc	http://	(304) 203-0122	EIN 55-0392952	Po Box 4053	Clarksburg	WV	26302	USA	Health, Rehabilitative Care						
Grace Wesleyan Church	http://		EIN 55-0639587	Po Box 890	Culloden	WV	25510	USA							
Upshur County Youth Soccer Association Inc	http://		EIN 55-0692592	280 Lick Run Rd	Buckhannon	WV	26201	USA	Soccer, Sports						
Charleston Aids Network Incorporated	http://		EIN 55-0700811	PO Box 1024	Charleston	WV	25324	USA	AIDS, Health						
West Virginia Child Care	http://	(304) 340-3611	EIN 55-0588371	Po Box 3403	Charleston	WV	25334	USA		Conferences and training provided to members and non-member agencies in the areas related to child care, placement, etc. Provide information about programming, funding, personnel, etc. To member agencies; advocates for high risk youth; communicate with other children's agencies.		Training: conferences and training provided to member and non-member agencies in areas related to child care, placement, etc.   membership services: provides information about programming, funding, personnel, etc. To member agencies; advocates for high risk youth, communicates with other children's agencies.			
Craik Patton Inc	http://www.craik-patton.org		EIN 55-0655331	2809 Kanawha Blvd E	Charleston	WV	25311	USA	Arts & Culture, Historical Organizations	Operation of a historical museum house. Education of the public, particularly school children, about the history of the house and community.		Provide guided tours of the historical museum house, and maintenance of museum.   provide the community with a place for meetings, gatherings, weddings, etc. Together with tours of the house.			
St Joseph Catholic Church	http://		EIN 55-0390504	1304 6th Ave	Huntington	WV	25701	USA							
Auxiliary To The United Hospital Center Inc	http://		EIN 55-0520140	327 Medical Park Dr	Bridgeport	WV	26330	USA							
Consortium For Computing In Undergraduate Education Inc	http://		EIN 55-0718020	197 Shawnee Est	Winfield	WV	25213	USA							
Tom C Smith Charitable Tr	http://	(304) 523-3424	EIN 55-0570334	Po Box 1216	Huntington	WV	25714	USA							
