name	url	telephone	tax_num	street	locality	region	postcode	country	Causes	Mission	Results	Target demographics	Direct beneficiaries per year	Geographic areas served	Programs
Heartwood, Inc.	http://www.heartwood.org	615-358-8898	EIN 35-1846483	P.O. Box 332565	Murfreesboro	TN	37133	USA	Civil Rights, Community Coalitions, Education, Environment, Forest Conservation	Heartwood is a cooperative network of grassroots groups, individuals and businesses dedicated to the health and well being of the heartland hardwood forests of the East, Midwest, and South, and to their interdependent plant, animal, and human communities. Heartwood protects forests and supports community activism through advocacy, education and citizen empowerment.				North America, hardwood forest	Heartwood's Forest Watch Program provides national leadership in challenging the privatization, commercialization, and exploitation of our nation's public lands, through education, administrative appeals, and litigation. We help people participate in the decision-making process for public lands through Forest Watch trainings, our Citizens Guide and other publications, our widely-distributed action alerts, and our easy-to-use web alerts. http://www.heartwood.org/alerts.php. When necessary, we defend the public interest through the courts.
Children Are People, Inc.	http://www.childrenarepeopletn.org	(615) 230-5702	EIN 62-1814354	117 East Winchester Street	Gallatin	TN	37066	USA	Human Services		100% high school graduation rate 94% college attendance/military enlistment	school age children	80 kindergarten through 12th grade students	Sumner County, Tennessee	The tutoring component of the CAP's program is designed to give full academic support to CAP enrollees and to aid the daily classroom teacher. CAP has a low student to adult ratio that will assure that the child has achieved a mastery of concepts before advancing to the next skill level. The tutoring aspect of CAP's program assists parents who, for whatever reason, are not able to assist their children in their daily quest for excellence. Success of this aspect of the CAP program is focused on the individual and will be measured in three ways: First, whether the child successfully completed the more challenging course Second, whether the child advanced to the nextlevel and Third, whether the child successfully graduated from high school. A less important aggregate measure of success would be that a very high percent of CAP enrollees successfully meet the three aforementioned criteria. The complete measure of success will take several years.
Keep Putnam County Beautiful Clean Commission Inc	http://www.cleancommission.org		EIN 62-1324618	515 E Broad St Ste A	Cookeville	TN	38501	USA	Environment, Environmental Beautification						Litter-free events: CityScape's Fall FunFest, Bark in the Park,Home&GardenShow,WOWfestival,Dogapalooza
Lewis Help Today Foundation	http://		EIN 32-0351917	3850 Viscount Ave Suites	Memphis	TN	38118	USA	Disaster Aid, Disaster Preparedness & Relief Services						
Jackson Madison County Humane Society	http://www.jmchs.org		EIN 62-1000570	Po Box 3156	Jackson	TN	38303	USA	Animal Protection & Welfare, Animals	Provide for the humane treatment of animals.					Providing for the human treatment of animals and operating a shelter for homeless and abandoned animals.
Teen Challenge of East Tennessee	http://tcofetn.org	865-546-8933	EIN 58-1498819	PO Box 6673	Knoxville	TN	37914	USA	Children & Youth, Youth Development - Religious Leadership						
Tennessee Fisher House Foundation, Inc.	http://www.tennesseefisherouse.org	615-916-1310	EIN 26-1076184	3400 Lebanon Pike	Murfreesboro	TN	37129	USA	Human Service Organizations	To provide free lodging for veterans and/or their families while the veteran is receiving care at either the Alvin C. York VA Medical Center or the Nashville VA Hospital.	Opened Nov. 7, 2013 - Average Occupancy rate 90%	veterans and their families		across the United States	free lodging while a loved one is receiving care in the Alvin C. York or Nashville VA Medical Center
Interfaith Dental Clinic	http://www.InterfaithDentalClinic.com	(615) 329-4790	EIN 62-1567615	1721 Patterson St	Nashville	TN	37203	USA	Ambulatory & Primary Health Care, Health	The mission of the Interfaith Dental Clinic is to restore, protect, and improve the oral health of uninsured, low-income, working people, their children and the elderly in the greater Nashville area through access to affordable quality dental care, oral disease prevention services, and oral health education.	Last year, the Interfaith Dental Clinic gave care to over 2,100 deserving patients in 8 middle Tennessee counties. We were blessed with 4,400  hours donated by dental professional and community volunteers. As a result, we were able to provide a record $2.99 million in services produced and  accommodate 9,394 patient visits.	The uninsured, low-income, working people, their children and the elderly in the middle Tennessee area		We serve 8 middle Tennessee counties: Cheatham, Davidson, Dickson, Robertson, Rutherford, Sumner, Williamson, and Wilson	The program expenses are for the direct service of providing dental care to the uninsured working poor families and those over age 65. The clinic had 12,532 patient visits or encounters and 2,333 unduplicated patients visits during the year ended june 30, 2015.
Happy Endings Animal Rescue	http://happyendingsanimalrescue.org		EIN 		Madison	TN	37115	USA		To Rescue the Homeless, Abandoned and Abused Animals of Nashville.  To offer Rehabilitation and readopt out to New Loving Forever Homes.  We are also a Sanctuary to take in elderly dogs to live out their lives here when they have lost their beloved parents.					
Shepherds Heart Ministries Inc	http://www.shmius.org		EIN 04-3606138	135 Bill Cox Rd	Jonesborough	TN	37659	USA	Children & Youth, Christianity, Foster Care, Religion, Youth Development Programs						Will provide adequate food preparation and dining areas.
The Gospel Family	http://		EIN 58-1839443	4505 Tammy Ln	Memphis	TN	38116	USA							
CUMBERLAND ADULT READING COUNCIL	http://www.cumberlandliteracy.org	(931) 337-5809	EIN 75-3186789	910 Miller Avenue c/o Tennessee College of Applied Technology	Crossville	TN	38555	USA	Adult Education, Education, Literacy, Remedial Reading & Encouragement, Volunteers of America	The Adult Literacy Program provides free education to adults via volunteer tutoring to acquire functional literacy in reading, writing and math to achieve personal academic goals.	Every year we successfully help appx 45 people in our community	Adults who need help with reading, writing, basic math and/or language skills	45 students	Crossville, Tennessee	Literacy programs to help adults read, write and perform math
On The Go Ministries	http://www.onthego.org		EIN 62-1454051	7906 Whites Creek Pike	Joelton	TN	37080	USA	Arts & Culture, Arts, Culture & Humanities, Education, Protestant, Religion, Religion-Related	On The Go Ministries, founded by Keith and Joan Cook, is an international outreach ministry that utilizes teams of youth and adults in frontline evangelistic projects worldwide. On The Go shares the love of Jesus and is making a difference across the street and around the world. On The Go trains believers worldwide in how to do the work of the evangelist and then offers them proactive outreach projects in local and international locations. On The Go is a faith mission and the majority of her team members are short term volunteers.					
Orphanos	http://www.orphanos.org		EIN 62-1694378	PO Box 1057	Cordova	TN	38088	USA	Christianity, Religion	The sole objective of Foundation is to glorify Jesus Christ and serve His purpose on earth. Foundation shall accomplish its objective by meeting the needs of children in the world, with a particular emphasis on orphaned children.		orphans and vulnerable children.	Thousands of children on 6 of 7 continents.	6 of 7 continents of the world	financial administration of donations.  We provide our services to orphan homes and missionaries for no service fee.  100% pass through for designated giving.  If a donor gives $1 or $1,000,000 to a home project or missionary, every penny is forwarded to the project or missionary.  We are protestant evangelicals and only work with those who share our conservative world view.
Mother to Mother	http://mothertomotherinc.org	615-438-2812	EIN 20-1028812	11 Warwick Lane	Nashville	TN	37205	USA	Family Services	Mother To Mother collects new and gently used baby items and distributes these items to needy families in Tennessee. We work with hospitals and local social service agencies to enable us to reach a large percentage of the needy population. Our main initiative right now is Project Safe Sleep. We aim to lower the infant mortality rate in TN, working on the health and well being of infants in Middle Tennessee.				Tennessee	Our Gift Bag Program is a bag of essentials: diapers, wipes, hats, booties, blankets, outfits, pacifiers, and bibs. We started this program at Nashville General Hospital when we discovered that the hospital did not have the sponsorship to provide these items to their clientel. The patients at General are generally all needy and did not have these items for their babies.
Family Promise of Knoxville	http://www.familypromiseknoxville.org/	(865) 584-2822	EIN 56-2434770	313 Harley Dr	Knoxville	TN	37919	USA	Homeless & Housing, Homeless Shelters	Our mission is to help homeless and low-income families achieve sustainable independence.  We recognize that poverty is a multifaceted problem that requires a multifaceted response. We respond by integrating educational outreach, smart programming, effective policies, and the hands-on work of thousands of volunteers. We provide food, shelter, and support services for homeless families. We provide advice and advocacy for at-risk families to prevent their becoming homeless. And we educate people about poverty and the means to combat it.	The numbers as of 8/31/12:  Family Units           138 Family Members     458 Children                  267 Children Under 5     123  Average length of stay      78.7 Nights Shelter nights         25,782 Meals served          78,645  Success rate - permanent housing      53% Success rate - all housing    81%  Going Home, Staying Home graduates> 5 Families total Families worked with  28 families				Provide support and assistance with lifeskills, shelter, food, clothing, and meals to homeless children and families referred to the organization by social service agencies and other non-profit organizations. Area churches provided approximately 1,683 shelter nights to families participating in the program at an estimated cost of 77,401.
Cannon County Youth Dream Inc	http://	(615) 563-8095	EIN 20-0254064	300 College St	Woodbury	TN	37190	USA	Children & Youth, Youth Development Programs	Promote activities and development of youth					Teacher minigrants- grants given to teachers to buy teaching aids for the classrooms in cannon county and grants given to schools in cannon county.   scholarships given to four deserving students to further their education four $500 scholrhips were given to help children continue their education  new program we care cannon school supplies and backpacks, shoes and underwear, nutrition aids, haircuts, dental, eye and hearing screens and medical care to over 400 students to help get ready for school.
Bristol Rhythm And Roots Reunion	http://		EIN 72-1526206	29 6TH St	Bristol	TN	37620	USA	Arts & Culture						
National Banana Pudding Festival	http://bananapuddingfest.org	(931) 729-9284	EIN 27-0870463	118 Church St	Centerville	TN	37033	USA	Public & Societal Benefit	To sponsor an annual festival to promote tourism and provide support to other local non-profit organizations.					The corporation hosted a successful first annual national banana pudding festival. Both local and out-of-town attendance was impressive. Local tourism has increased because of this event and we belive that in future years excess funds will be generated to support other local non-profits.
Hope Restored	http://restorehaiti.com	(716) 812-7869	EIN 27-1971473	1016 Longhunter Chase Dr	Spring Hill	TN	37174	USA	Disaster Aid, Disaster Preparedness & Relief Services	To empower communities to rise from a culture of desperation to one of restored hope and self-sustainability.					Missions trips - each year, several opportunities are available for individuals to travel to haiti to be a part of the on the ground work taking place in the community of morne oge, just outside of the city of jacmel. Those who join us on a trip to haiti will get to put their personal skill set to work to help further restore haiti's long term purposes. Trip members can work with construction teams on the building projects in process, work in the kitchens with the haitian cooks who prepare food for the feeding program, serve members of the community by providing training seminars on topics in which they have expertise (education, health and nutrition, character building and leadership, etc. ), work alongside our medical clinic staff, and have (see schedule o) an opportunity to interact with the child they sponsor and their family.   sponsorships/feeding program - mal-nutrition and lack of education are two of the biggest issues the youth of haiti struggle to overcome. Because there is no free public education in haiti, many haitian children are not afforded the opportunity for consistent schooling, and therefore grow up to be unemployed and unable to support themselves. In an effort to confront these two major areas of need, we have created the restore haiti child sponsorship program. This program allows donors to help a specific child by providing funds for school tuition, uniforms, and testing fees. In addition, the child is admitted to our feeding program where they receive a hot meal, beverage, and multivitamin each day. Other benefits include access to medical clinics, and in some cases extra (see schedule o) financial assistance for their families specific needs. Sponsors are also given the opportunity to connect personally with the child through photos, notes, and the opportunity to help provide school supplies or send a christmas gift each year. Many sponsors also choose to visit the child by going on one of our planned trips to haiti each year.   building project / earthquake relief - there are several building programs in progress in the community in haiti that we have adopted. Although long term we plan for these building projects to be more focused on facilities needed for the many programs in place, we are currently more focused on helping to rebuild homes for 17 families in our community who have been living in tents since the january 2010 earthquake. These concrete home are affordable, running between 6,000 - 15,000 usd depending upon the size of the home required for the family. Some of our sponsors have had the opportunity to help with fundraising to build a home for the family of the specific child they sponsor, allowing another connection point for the sponsor to the child. In addition to the homes, we (see schedule o) have helped to raise funds for the communities first medical clinic and the first pre-school in the area, both of which are now fully functioning and accessible to the members of the community.
My Leading Young Lady Inc	http://		EIN 20-8016827	Po Box 171364	Memphis	TN	38187	USA	Children & Youth, Youth Development Programs						
Blount County Foster Parent Association	http://		EIN 62-1698460	2753 Greenway Dr	Maryville	TN	37803	USA							
Phoenix Rising Volleyball Club Inc	http://		EIN 26-3811890	PO Box 371	Alcoa	TN	37701	USA	Children & Youth, Youth Development Programs						
All In All Starz Inc	http://		EIN 27-1702219	3008 Hillhurst Dr	Nashville	TN	37207	USA	Education, Student Services						
Tennessee Valley Golden Retriever Rescue	http://www.tvgrr.com	(865) 254-1924	EIN 62-1701559	Po Box 32973	Knoxville	TN	37930	USA	Animal Protection & Welfare, Animals	Rescue & adoption of purebred & mixbreed golden retrievers					Rescue & adoption of purebred & mixbreed golden retrievers
Bright Hope Animal Rescue	http://		EIN 26-3073534	1910 Culbertson Rd	Greeneville	TN	37743	USA	Animal Protection & Welfare, Animals						
Project Return, Inc.	http://www.projectreturninc.org	(615) 327-9654	EIN 62-1058325	1200 Division Street Suite 200	Nashville	TN	37203	USA	Crime & Law, Rehabilitation Services for Offenders	Project Return''s mission is to provide services and connect people with resources needed to return successfully to work and community after incarceration.		Project Return serves individuals who've been convicted of a felony (or a serious misdemeanor with a 6-month or longer sentence) and who are recently released from prison (up to within 12 months of release from incarceration); we also work inside the prisons with persons nearing their release date.		Nashville, Davidson County, and Middle Tennessee	Upon release from an incarcerated setting, client service counselors assess the specific needs of each individual and an offender reentry plan is developed to help them successfully transition from incarceration to self-reliance in the community. In addition to job-training and employment assistance components, this multiphase action program provides referrals to other essential support services, follow-up counseling, mentoring, and direct aid.
MANNA PROJECT INTERNATIONAL	http://www.mannaproject.org	(407) 670-5820	EIN 36-4547264	PO Box 121052	Nashville	TN	37212	USA	Community Improvement & Capacity Building, Education, Educational Services, International, Philanthropy, Promotion of International Understanding, Voluntarism Promotion	Mission: To foster communities of young adults and encourage them to use their passions and education in service to communities in need.Vision: To establish a global network of Manna Project communities where young adults live and work alongside one another in underserved communities to initiate positive change.					Currently, MPI has one international site in Managua, Nicaragua and is developing a second in Quito, Ecuador.  In addition, we have five college campus chapters which support MPI and raise awareness of the need for young people to take part on a global level.  In Nicaragua, our community-based programs include a literacy program, feeding program, English classes, sports teams, preschool, women's exercise group, microfinance and child sponsorship.
Don Clowers Ministries Inc	http://		EIN 62-0812112	5746 Marlin Rd Ste 500	Chattanooga	TN	37411	USA							
Bradley Initiative for Church and Community Inc	http://www.bicc-inc.org	423-559-1112	EIN 62-1790686	PO Box 5404	Cleveland	TN	37320	USA	Arts & Culture, Arts, Culture & Humanities, Children & Youth, Community Coalitions, Financial Counseling, Youth Development - Religious Leadership	Bradley Initiative for Church and Community (BICC) provides programs that assist families to gain relevant knowledge and skills needed to thrive as a strong, cohesive unit.		Families and youth	83 families, 150 youth, and 8 partner organizations	Bradley County	parent and family education, mentoring, and youth leadership
Street Theatre Company	http://		EIN 01-0868312	Po Box 160979	Nashville	TN	37216	USA	Arts & Culture, Theater						
We Care Individual & Family Service Center Inc	http://		EIN 62-1571308	Po Box 307	Dayton	TN	37321	USA	Community Clinics, Health						
Cervical Cancer Coalition Of Tennessee	http://tncervicalcancer.webs.com		EIN 03-0442081	6950 Highway 70 S Apt 1001	Nashville	TN	37221	USA	Cancer	We strive to promote education and disease prevention by informing the public in the state of Tennessee about HPV and cervical cancer.					The Witness Project is a grass roots community-based, breast and cervical cancer education program. Its goal is to educate African American women about how best to protect themselves from breast and cervical cancer. Goals: To use survivors of breast and cervical cancer to be trained to go out to the neighborhood churches, civic centers, and other organizations to tell their stories and hopefully encourage women to go to get check-ups. Desired Outcome: Initially, to see at least a 50%increasein women going in to see there OB-GYN and getting yearly Paps and Mamograms. Measuring Our Success: We will have a survey composed of "before and after" questions thatthe survivors will take to their speaking engagements and have the audience fill out. From this we willgaugehow well our message is getting across to the general public. We also plan on working with other health organizations and having volunteers go with some ofthe Witness participants, to answer any professional questions.
Humane Society Of Lincoln County	http://fayettevilleanimalsheltertn.com	(931) 433-3726	EIN 62-1211346	Po Box 37	Fayetteville	TN	37334	USA	Animal Protection & Welfare, Animals	The humane society of					The human society of lincoln county operates the animal shelter, seeks to reduce the overpopulation of cats and dogs, educates the local population on responsibile animal ownership and seeks justice for aminal cruelty offenders.
Alpha Omega Veterans Services, Inc.	http://www.AlphaOmegaVeterans.org	(901) 726-6820	EIN 58-1761468	1183 Madison Avenue	Memphis	TN	38104	USA	Counseling, Homeless & Housing, Homeless Centers, Hospices, Human Services, Mental Health, Military & Veterans Organizations, Veterans	Alpha Omega Veteran Services provides social services and short- and long-term transitional housing programs to homeless veterans with the end goals of securing permanent housing, independent living and total societal re-integration.	Since our inception, it has been our pleasure to have served more than 8,000 displaced and/or disabled veterans. Our facilities include a drop-in/outreach center with a 19-bed transitional center, 32 one-bedroom permanent housing apartments, permanent housing in eight townhouses serving 32 veterans, 10 Single Room Occupancy (SRO) permanent housing units for the chronically homeless, a 15-bed transitional housing facility, and an 8-bed hospice-like transitional facility known as the Life House that serves the medically fragile.	disabled and displaced military veterans	over 300 military veterans.	Memphis, Tennessee	food, clothing, housing, transportation, vocational assistance and rehabilitation assistance that are administered by a staff comprised of over 30 trained professionals
Mid-South Men's Health Organization	http://www.call-to-duty.org	901-336-7700	EIN 45-4134598	299 N. Montgomery	Memphis	TN	38104	USA		Mid-South Men's Health Organization is a 501(c)(3) non-profit charity organization dedicated to the promotion of multiple men's health initiatives by raising awareness of the major diseases effecting men today and offering information on their prevention. MMHO reaches out to a number of organizations that work to treat, eliminate and prevent major illnesses effecting the male gender. This organization was founded on the principal that no man should ever have to fight alone and your brothers at  MMHO  are here to stand and fight for the health and well-being of red blooded males all across the globe. Attitude, Awareness and Understanding are our creed, motto and mantra.  Saving lives one nut at a time.		raise awareness for prostate and testicular cancer	give out information to an audience of over 200,000 people	Memphis, Tn but travel to numerous regions	Deal Cancer Out(Charity Poker tournement for prostate cancer) Bowling for Balls(charity bowling tournement for testicular cancer) Fight Fire with Fire(awareness program targeting firefighters in the memphis metro area)
National Committee On Planned Giving Inc	http://		EIN 62-1535868	615 McCallie Ave	Chattanooga	TN	37403	USA	Philanthropy, Philanthropy, Charity & Voluntarism Promotion						
National Foundation for Transplants, Inc.	http://www.transplants.org	(901) 684-1697	EIN 58-1527254	5350 Poplar Ave Ste 430	Memphis	TN	38119	USA	Health, Health (General & Financing), Health Support, Organ & Tissue Banks	NFT assists those needing a transplant to create a future with hope.  For nearly 25 years, patients needing transplants, as well as transplant recipients, have turned to NFT when insurance does not meet their medical needs. We've helped thousands with hospital and doctor bills, prescriptions and essential treatment they otherwise could not afford.					National foundation for transplants (nft) helps patients receive lifesaving treatment, medications and long-term care that they otherwise could not afford. Nft assisted more than 1700 patients with financial support, mobilized 328 new community fundraising campaigns, and counseled and shared resource materials with more than 1240 organ and tissue transplant patients and their families. Nft provided advocacy, fundraising expertise, support services and grants to organ and tissue transplant patients in all 50 states.
Case Management Inc	http://www.cmiofmemphis.org	(901) 259-1920	EIN 62-1434530	3171 Directors Row	Memphis	TN	38131	USA	LGBT Centers, LGBTQ	Case management, inc. , (the "organization"), is a non-profit corporation formed under the laws of the state of tennessee to provide case management services to mental health consumers in the memphis, tennessee area who are registered with either one of two behavioral health organizations (bho). These bho's have been charged by the tennessee tenncare partners program with the administration of mental health services in the state of tennessee. The organization also provides mental health and counseling services, on an outpatient basis, to residents of memphis & shelby county, tennessee.					Case management, inc. , (the "organization"), is a non-profit corporation formed under the laws of the state of tennessee to provide case management services to mental health consumers in the memphis, tennessee area who are registered with either one of two behavioral health organizations (bho). These bho's have been charged by the tennessee tenncare partners program with the administration of mental health services in the state of tennessee. The organization also provides mental health and counseling services, on an outpatient basis, to residents of memphis & shelby county, tennessee.
Oakland Patriots Youth Football	http://		EIN 46-5101342	2544 Saratoga Ct	Murfreesboro	TN	37130	USA	Football, Sports						
Childrens Nutrition Program Of Haiti Inc	http://www.cnphaiti.org	(423) 495-1122	EIN 20-1394468	Po Box 3720	Chattanooga	TN	37404	USA	Children & Youth, Children & Youth Services	To improve the health and development of haitian children and women of child bearing age, particularly those suffering from malnutrition, who can in turn raise haiti from poverty.					Community health - providing direct services or support to local partners to strengthen community health and development, for example through immunization and safe water programs. The organization completed the process of mapping and registering homes in rural leogane in order to monitor family health.   therapeutic care - preventing and treating malnutrition in children from birth to age 5, pregnant women and lactating women through the hearth program which trains mothers to keep their children healthy with locally available and affordable foods, and the therapeutic care program which uses therapeutic food on an inpatient and outpatient basis to rehabilitate severely acutely malnourished children.   health systems support - working with local partners to improve primary and emergency care services in leogane such as emergency surgery, deliveries with complications, and other direct health care servies.
David Campbell Memorial Park	http://		EIN 26-4823951	3327 White Flats Rd	Dayton	TN	37321	USA	Environment, Parks & Playgrounds						
Cookeville Rescue Mission, Inc.	http://www.cookevillerescuemission.org		EIN 58-1457440	PO Box 1144 1331 S Jefferson Ave., Cookeville, Tn 38506	Cookeville	TN	38503	USA		To meet the physical, emotional, and spiritual needs of homeless men, women and children.		homeless, hurting and hungry	470 single men, 148 women, 103 families including 149 children.  In total, more than 11,407 bed nights were provided, 33,445 meals were served, 1,588 clothing needs were met, 380 dental services were provided and 15,747 devotions were attended,	throughout the Upper Cumberland	In Gods Service 24/7 For 39 years, the nonprofit Cookeville Rescue Mission has provided emergency, temporary shelter for the homeless. Offering two residential buildings plus a chapel, general store, salon and dental clinic, the Rescue Mission offers assistance lasting from three to 30 days for men, women and families in need. The Rescue Mission also operates Step Upward Farm, a seven-acre farm that offers a three-to nine-month program designed to help troubled men, fathers turn their lives around.  See more at: http://www.cookevillerescuemission.org
Actors Bridge Ensemble Theater of Nashville Inc	http://www.actorsbridge.org	6154984077	EIN 62-1734411	4304-F Charlotte Avenue	Nashville	TN	37209	USA	Arts & Culture, Performing Arts Schools, Theater	Our mission is tell the stories that matter to Nashville as we train theater artists, produce socially conscious plays, create new work, expand what counts as theater in our community, and help artists and audiences find their authentic voice and speak easy on stage and in life.	For the last 20 years, Actors Bridge has been a force on Nashville's cultural landscape. As an actor training program, we have worked with over 4,000 students who have gone on to perform on local, regional and national stages as well as film and television. There are few local productions that do not include a performer in some way influenced by Actors Bridge training. As a professional theatre company, our mission is to tell the stories that impact our community by producing provocative and socially relevant theatre, creating new theatrical works, showcasing emotionally authentic ensemble acting and fostering a nurturing environment for theatre artists at any stage in their professional development to take creative risks. We have produced over 80 plays, including 14 world premieres and 50 Nashville premieres. Some notable Nashville premieres include THE LARAMIE PROJECT, THE VAGINA MONOLOGUES, NEVER THE SINNER, MARISOL, NEXT FALL, BLACKBIRD and 100 SAINTS YOU SHOULD KNOW. The company is led by co-founder Vali Forrister.  For more information: actorsbridge.org	The city of Nashville; acting students; teenage girls	350 students; 100 pre-teen and teenage girls; 4000 audience members	We are a training program for new and seasoned actors.  We are a theatre company dedicated to telling the stories that need to be told in Nashville.  We are committed to taking big risks for the reward of authenticity on stage and in life.  We are in love with broadening what is considered theater in our community.  We are people who help others find their voice and speak their truths.	professional actor training, premieres of new theatrical works,  storytelling programs, and an autobiographical writing and performance program for teenage girls
Mid-South Peace And Justice Center	http://www.midsouthpeace.org	(901) 725-4990	EIN 62-1140695	3573 Southern Ave	Memphis	TN	38111	USA	International, International Peace & Security	Community organizing for universal peace and social justice					Education training - building community capacity  community organizing - connecting our local base to
Tennessee Breast Cancer Coalition	http://www.tbcc.org	(615) 377-8777	EIN 62-1637548	3939 Old Hickory Blvd	Old Hickory	TN	37138	USA	Cancer	The mission of the Tennessee Breast Cancer Coalition is to be the foremost advocate and provider for Tennesseans facing breast cancer through individual assistance, research and legislative action					The Emergency Access Fund provides financial assistance to men and women in financial need due to inability to work and/or mounting medical expenses incurred while undergoing treatment of breast cancer. This fund has provided assistance in preventing evictions, paying utilities, insurance and medical necessities. The fund is designed to partner with other established community agencies to provide quick turn around funding.
Habitat For Humanity International Inc	http://www.rutherfordhabitat.ord		EIN 94-3099406	850 Mercury Blvd	Murfreesboro	TN	37130	USA	Christianity, Community & Neighborhood Development, Economic Development, Homeless & Housing, Housing Development, Construction & Management, Religion	To provide very low income families with simple, decent housing					Habitat uses volunteer labor to construct homes for low income families during the year. 8 homes were completed and transferred to homeowners. 21 lots/homes are in process as of the end of the year.   habitat operates a restore that receives donated merchandise for resale to the public. Restore provides additional funds to allow habitat to carry out its purpose of providing affordable housing to low income homeowners.
Center For Southern Folklore	http://www.southernfolklore.com		EIN 62-0883157	119 S Main St Ste 106	Memphis	TN	38103	USA	Arts & Culture, Arts, Culture & Humanities, Arts Education, Cultural & Ethnic Awareness	To preserve, defend, protect and present the music, culture, arts and rhythms of the South.					
Memphis Thoroughbreds Track Club Inc	http://		EIN 26-1112823	6345 Treadway Trl	Memphis	TN	38141	USA	Children & Youth, Youth Development Programs						
Mid-South Lions Sight And Hearing Service	http://www.midsouthlions.org		EIN 62-0632682	930 Madison Ave	Memphis	TN	38103	USA	Ear & Throat Diseases, Eye Diseases, Blindness & Vision Impairments, Health, Pediatrics	Our service focuses on indigent sight and hearing impaired individuals who are not eligible for other services.					
Best Friends Sanctuary	http://fixfentress.com	(931) 879-6652	EIN 62-1863859	Po Box 1038	Jamestown	TN	38556	USA	Animal Training, Animals	Rescue, spay and neuter dogs in fentress county tn					Provided spay/neuter for 200 dogs and cats. Transported twice that many to no kill shelters in ohio.
Tennessee Doberman Rescue Plus	http://www.pinschofheavenrescue.com	(865) 258-0415	EIN 27-3424394	614 Eastanaula Rd	Sweetwater	TN	37874	USA	Animal Protection & Welfare, Animals	Animal rescue and placement					Worked with various agencies located in the southeast to rescue over 300 dobermans, provide medical care, rehab, work with fosters till a permanent home could be found for each animal.
Bright Horizons Foundation for Children	http://www.brighthorizonsfoundation.org	615-238-6048	EIN 62-1782263	105 Westwood Pl Ste 125	Brentwood	TN	37027	USA	Corporate Foundations, Homeless & Housing, Philanthropy	The Bright Horizons Foundation for Children is a nonprofit organization focused on brightening the lives of children, youth, and families experiencing homelessness and other crises. We do this by creating and supporting Bright Spaces; warm, safe, enriching spaces in homeless shelters and other agencies for children and youth to build caring relationships, heal from trauma through play, and experience the joy of childhood. The Foundation believes that we can make the world a better place by engaging Bright Horizons employees, clients, families, friends, and community partners to strengthen families, support our communities, share our knowledge, and encourage others to join us in making a difference.		children experiencing homelessness or other trauma	100,000	nationwide	Bright Spaces, warm, safe, enriching spaces in homeless shelters and other agencies for children and youth to build caring relationships, heal from trauma through play, and experience the joy of childhood.
Vision Temple Ecumenical Church	http://	901-272-3847	EIN 31-1815613	3415 Chapel Rd.	Memphis	TN	38128	USA	Protestant, Religion						
Hospice	http://www.cumberlandhospice.com	(931) 484-4748	EIN 58-1763502	30 E Adams St	Crossville	TN	38555	USA	Hospices, Human Services	Educate general public of hospice service. Perform hospice service					Provided home health care to 271 terminally ill patients. Also provided support and counseling to family members.
Visible Music College	http://www.visible.edu	901-381-3939	EIN 62-1861520	200 Madison Avenue	Memphis	TN	38103	USA	Arts & Culture, Arts Education, Christianity, Education, Higher Education, Religion, Special Education	Visible Music College trains and equips musicians, technicians, and business professionals in skill and character for service in the music industry and the Church. We are uniquely designed for educational ministry to creative Christian musical artists, technicians and those who work alongside them.	hundreds of graduates in music field and churches.	Christian musicians, churches, music industry	140 students, hundreds of younger kids, artists, churches	Memphis, USA, International	bachelor degree programs, certificates, MA in Leadership
United Fund Of Cumberland County Inc	http://		EIN 62-0759793	348 Taylor Street Ste 101	Crossville	TN	38555	USA							
Challenged Athletes Playing Equally	http://www.capetn.org	(615) 238-7372	EIN 20-3808612	2120 Dothan Dr	Murfreesboro	TN	37128	USA	Special Olympics, Sports	Sports and activities for children (and adults) with special needs for the express purpose of increasing social skills and improving self esteem.					Sports and activities in baseball, basketball, bowling, hockey, soccer, and other, misc. , one day activities. A total of 117 children benefited from these programs.
Whatever It Takes Ministry Inc	http://		EIN 27-1458018	7414 Hamilton Run Dr	Chattanooga	TN	37421	USA	Human Service Organizations						
Bridges	http://www.bridgesfordeafandhh.org	615-248-8828	EIN 62-0498798	935 EDGEHILL AVE	Nashville	TN	37203	USA	Centers to Support the Independence of Specific Populations, Human Services	Bridges unites the deaf, the hard of hearing, and the hearing communities through programs, services, and support, empowering individuals to achieve their full potential.		Deaf, Hard of Hearing, and Hearing communities	100 people learn conversational ASL; we helped 214 Deaf and hard of hearing individuals get healthier; and our After School Program provided 74 children with tutoring, mentoring, socialization, and literacy help.	middle Tennessee	Sign language interpreting services for the Deaf including both face-to-face and via video remote interpreting; we also offer transcription services for hard of hearing and deaf who do not sign. We have a comprehensive After School Program, Fitness Center, and a Case Management Specialist.
Austin Peay State University Foundation	http://www.apsu.edu/advancement/where.aspx#foundation	(931) 648-7691	EIN 62-0961836	Box 4635	Clarksville	TN	37044	USA	Education, Universities	The foundation provides scholarships, awards, and monies for other apsu educational purposes.					The foundation provides scholarships, awards, and monies for other apsu educational purposes.
