name	url	telephone	tax_num	street	locality	region	postcode	country	Causes	Mission	Target demographics	Direct beneficiaries per year	Geographic areas served	Programs	Results
Living Arts Foundation	http://		EIN 03-0328138	C/o Diane Rooney And Louise Piche P	Shelburne	VT	05482	USA							
Black River Historical Society Inc	http://www.bramvt.org	(802) 228-5050	EIN 23-7193231	Po Box 73	Ludlow	VT	05149	USA		To keep alive the history of the area,				The museum provides seasonal programs for educational and entertainment purposes such as christmas & valentines programs and also a historical expo and 5k walk. The related expenses are for refreshments, decorations and printing costs for each program.	
Black River Action Team	http://www.BlackRiverActionTeam.org	802-738-0456	EIN 	101 Perley Gordon Rd	Springfield	VT	05156	USA		To discover, celebrate and keep healthy the Black River and its watershed through hands-on fun, elbow-grease and responsible recreation.	the Black River and her 202 square mile watershed	40 miles of the Black River main stem	Windsor County, VT	water quality monitoring, tree planting, streambank stabilization, river education, cleanups, and more	
IN-SIGHT PHOTOGRAPHY PROJECT INC.	http://www.insight-photography.org	(802) 251-9960	EIN 03-0338482	45 Flat St Ste 1	Brattleboro	VT	05301	USA	Arts & Culture, Arts Education, Children & Youth, Economic Development, Education, Microfinance, Rural Economic Development, Youth Development Programs	In-Sight was founded on the belief that teenagers are constantly seeking individual identities as well as a place in society, often without the proper tools or forum for demonstrating their ideas and aspirations. Our program, which began in 1992 with the goal of offering a one-month class, now offers year round photography courses at the introductory, intermediate, and advanced levels for students ages 11 to 18. All participants are given access to cameras, materials, and a fully equipped darkroom in addition to guidance provided by experienced photographers. Our mission has remained constant: we continue to offer photography classes to any interested youth regardless of their ability to pay. In addition, we seek out students in need of alternative learning situations by working with other non-profit youth organizations, schools and counselors.   Using cameras as tools and photography as the venue, young people involved with In-Sight have an opportunity to experience success, increase their self-esteem, and gain insight into their lives. Through acquiring the technical skills of exposing film and printing photographs, participating youth learn a new and powerful language of communication, and consequently develop an improved relationship to learning	youth in middle- and high-school	150 youth from six states	Brattleboro, Vermont	classes in photography and cross-cultural values, meeting all scholarship need, with no student ever turned away for lack of financial resources.	
Actors Theatre Of Brattleboro	http://		EIN 03-0276756	81 Buck Hill Dr	Guilford	VT	05301	USA	Human Service Organizations, Human Services						
Green Candle Theatre Company	http://		EIN 03-0324408	47 Front St	Burlington	VT	05401	USA	Arts & Culture, Theater						
Rockingham Charities Limited	http://		EIN 03-0327072	65 Rockingham St	Bellows Falls	VT	05101	USA							
Applegate Housing Inc	http://	(802) 442-8818	EIN 04-3391796	87 Applegate Dr	Bennington	VT	05201	USA	Homeless & Housing, Low-Income & Subsidized Rental Housing	To enrich the community.				Applegate housing, inc. Held many events including summer block party, sponsoring a float in the paradae, and operating a resident center.	
Educational Praxis Inc	http://www.educationalpraxis.org	(802) 536-1136	EIN 04-3385897	2588 Westminster West Rd	Putney	VT	05346	USA	Adult Education, Education	Bring people of diverse communities together through direct educational activities to develop solidarity among learning-teaching centers around the world. The educational activities of praxis promotes critical reflection, economic equity and security ecological consciousness, cultural groundings and creative action for the purpose of addressing schisms of class, race, caste and gender.				Support the bapagrama educational center with 300 students and 1500 community members  spark teacher education institute is a 12 month licensure program with a focus on teaching for social justice.	
East Montpelier Parent Teachers Organization Inc	http://		EIN 23-7251730	665 Vincent Flats Rd	E Montpelier	VT	05651	USA							
KMRIA	http://		EIN 03-0365560	1 Mineral Street	Springfield	VT	05156	USA	Education, Elementary & Secondary Schools, Literacy						
Franklin County Humane Society Inc	http://www.franklincountyanimalrescue.org/	(802) 524-9650	EIN 03-0275269	30 Sunset Mdws	Saint Albans	VT	05478	USA	Animal Protection & Welfare, Animals	Franklin county animal rescue (fcar)				We cared for 611 animals; of those 465 were adopted out. We spayed/neutered (in house) 472 animals and held 1 rabies clinic.	
Family Garden	http://www.familygarden.cfsites.org	(802) 254-8707	EIN 20-0276285	861 Western Ave	Brattleboro	VT	05301	USA	Child Day Care, Children & Youth	Provide childcare and early education				Provide childcare and early education to approximately 36 children	
Voices For Vermonts Children Inc	http://www.voicesforvtkids.org	(802) 229-6377	EIN 22-2611535	Po Box 261	Montpelier	VT	05601	USA		Education and advocacy for children				Public policy and advocacy programs to promote awareness and improve the status of children's well being in vermont.	
Ayllu Inc	http://www.ayllumanta.org		EIN 55-0788395	311 Williams St	Brattleboro	VT	05301	USA	Alliances & Advocacy, Arts & Culture, Emergency Assistance, Management & Technical Assistance	Bolivia's remote communities are dying along with their traditional culture as members, forced by poverty, leave these communities to seek opportunities in far away cities. Ayllu brings a culturally appropriate income generating opportunity to these remote communities enabling members to generate income in their traditional settings using locally sourced resources.AYLLU educates New Englanders on the benefits of supporting Fair Trade through workshops, EcoTours to Bolivia, and Fair Trade festivals that bring fair trade wares to USA consumers.					
International Reading Association Inc	http://		EIN 23-7032670	43 Lower English Settlement Rd	Underhill	VT	05489	USA							
Champlain Valley Exposition Inc	http://www.cvexpo.org	(802) 878-5545	EIN 03-0184098	105 Pearl St	Essex Jct	VT	05452	USA	Fairs, Sports	To serve the people of vermont and the region by promoting agriculture, education, arts and culture, commerce and entertainment activities.				The champlain valley exposition stages a 10-day agricultural and horticultural fair and also handles some 80 offseason events, many of which are related to agriculture. These events include horse shows, festivals, and craft shows. All events provide various exhibits, concessions, and entertainment that produce a wide array of revenue and expense streams.	
Vermont Society Of Land Surveyors Education Foundation Inc	http://		EIN 03-0305818	Po Box 248	Montpelier	VT	05601	USA	Education, Scholarships, Scholarships & Student Financial Aid						
Synergy Learning International Inc	http://www.synergylearning.org	(802) 387-3065	EIN 03-0340583	Po Box 206	Putney	VT	05346	USA	Adult Education, Education	Teacher education				Expense related to teacher education & curriculum reform	
Sage City Symphony Orchestra Co	http://		EIN 23-7296993	Po Box 547	Shaftsbury	VT	05262	USA							
Chittenden County Goverment Access Channel Trust	http://		EIN 03-6054166	294 North Winooski Avenue	Burlington	VT	05401	USA		Government access tv station				Entity is a goverment access tv station operatingon comcast cable. Programs include govermentmeetings, press conferences, and election coverage.	
Autism National Committee Inc	http://		EIN 04-3138358	3 Bedford Grn	S Burlington	VT	05403	USA	Civil Rights, Intergroup & Race Relations, Race						
Essex Alliance Church Of The Christian And Missionary Alliance	http://		EIN 23-7314333	37 Old Stage Rd	Essex Jct	VT	05452	USA							
Special Olympics Vermont	http://specialolympicsvermont.org	(802) 863-5222	EIN 23-7231535	16 Gregory Dr Ste 2	S Burlington	VT	05403	USA		Special olympics vermont's (sovt) mission is to provide year-round				Special olympics vermont ("sovt") is part of a global movement that works year round to foster inclusion and acceptance of people with intellectual disabilities by using the power of sport to showcase their gifts and abilities. Our movement is inspired daily by the achievements of our athletes on and off the playing field. Project unify uses sports and education to activate youth to serve as agents of change, fostering respect, dignity and advocacy for people with intellectual disabilities. Students with and without disabilities train, compete, work and socialize together to build inclusive school communities. Students, educators, administrators and families recognize the impact of offering inclusive opportunities for those with and without disabilities, and value the respect for others and increased self-confidence demonstrated by students who participate. * student participation in school unified sports programs experienced a 24% increase by the end of the 2014 school year. * a state-wide youth activation committee was launched. The yac is a group of students with and without intellectual disabilities who work together to educate, motivate, and activate youth to become agents of change in their communities and advocate for respect, inclusion, and acceptance of all people, regardless of ability. * an education leaders network is being developed to collaborate with special olympics staff and constituents about education- related opportunities and issues. This group will help advance the important work of creating safe, inclusive, effective, and engaging school environments where all students can succeed. * special olympics, inc. Approved 6 "so colleges" throughout vermont. To provide quality programming, sovt invested in additional training and increased resources for volunteers, including program coordinators and coaches. * 160 stakeholders attended a state-wide sovt conference for training in youth leadership, law enforcement partnership, program and volunteer management, finance, fundraising, athlete leadership and sports specific coaching. * implemented phase one of an accreditation plan to provide consistent training, processes and support for state-wide activities at the program level. * in addition to two continuous on-line coaches training opportunities, sovt offered eleven state-wide and regional sports specific coach certification courses. In june, special olympics vermont sent 49 people to the 2014 special olympics usa games in princeton, new jersey. Team vermont included 25 athletes, 10 unified partners, 11 coaches and team management and 2 students and 1 educator for the national youth summit. This was a new experience for 91% of team vermont athletes and partners as preference was given to qualified competitors who have not had the opportunity to experience a usa or world games competition. Team vermont competed in athletics (track and field), aquatics, basketball, bocce and bowling. Team vermont returned with 43 medals and ribbons, plus countless life-changing stories of pride, friendship, and joy! To raise awareness for our mission, sovt has worked to broaden our reach by establishing partnerships with organizations and events throughout the state. These partnerships help showcase the athletic abilities, skills and community mindedness of people with intellectual disabilities. Several successful collaborations in 2014 include: * "bring a champion to work day" introduced in celebration of eunice kennedy shriver day - four athletes visited five area businesses to interact with employees to promote acceptance in the workplace. * a young athletes partnership with burton snowboards resulted in an open house event for children aged 2-7 with and without disabilities to experience a "riglet park" activity to introduce children to the sport of snowboarding. The healthy athletes program provides health screenings to athletes during summer games. This program has several goals which include: educating athletes about healthy lifestyles, improving access of care for those with disabilities, making referrals for follow-up care, training healthcare professionals and advocating for improved health programs for those with intellectual disabilities. In 2014, we performed 360 screenings: * 188 dental and oral health in special smiles * 58 flexibility, functional strength, aerobic capacity and balance in fun fitness * 114 nutrition, physical fitness and wellness in health promotion * the uvm college of medicine partnered with sovt to research and develop a year-round nutrition and fitness plan for athletes, which resulted in a detailed report outlining barriers to and opportunities for athletes to eat healthier and exercise regularly. In the 2015/2016 academic year, students will continue the project and produce a guideline for distribution to athletes and coaches. The athlete leadership program provides training and support for athletes who desire to expand their participation in special olympics both on and off the competition field. Through alp's, athletes receive training and have opportunities to hold positions of leadership and influence. In 2014, five athletes participated in an alp's global messenger (public speaking and self-confidence) training program, and sovt made a priority to offer speaking opportunities and other leadership roles to these athletes across the state.	
Quail Unlimited, Inc.	http://		EIN 58-2260714	131 Pearl St	Essex Junction	VT	05452	USA							
Servants Of The Nations Inc	http://		EIN 05-0481810	161 Austin Dr Apt 21	Burlington	VT	05401	USA	Human Services, Neighborhood Centers						
Camp Thorpe Inc	http://www.campthorpe.org	(802) 223-6263	EIN 03-0183587	580 Capen Hill Road	Goshen	VT	05733	USA	Camps, Sports	To provide a summer residential camping experience for kids and adults with developmental disabilities. To provide a comprehensive training in disabilities awareness and mental health conditions to an international group of young people who serve as our seasonal staff. To create a respite opportunity for the guardians and caregivers of our campers.				For over 80 years, camp thorpe has provided physically and developmentally disabled adults and children with a construction and successful summer camping experience in a fun, happy and stress-free environment. In 2015 265 campers enjoyed activities that included swimming, arts and crafts, skit nights and nature walks. In our long and celebrated history we have also trained international staff who are mostly young people interested in entering human services field.	
North American Folk Music And Dance Alliance Inc	http://		EIN 04-3379331	1823 Lost Nation Rd	E Fairfield	VT	05448	USA							
Angels Among Us Pet Hostel, Inc.	http://www.aauph.org	802-356-6497	EIN 	PO Box 901	White River Junction	VT	05001	USA		To provide a safe and loving temporary shelter for family pets while the owner is unable to care for them due to illness, hospitalization or displacement. We also serve our Veterans and Soldiers.			Northeast/New England		
Assembly Of God Christian Center	http://		EIN 03-0285502	Po Box 184	Vergennes	VT	05491	USA							
Vermont Association Of Hospitals And Health Systems Network	http://	(802) 223-3461	EIN 23-7304039	148 Main St	Montpelier	VT	05602	USA	Health, Health Support	To support the formation and development of health care networks in vermont by providing specialized services to hospitals and health systems.				To provide support in the formation and development of health care networks in vermont.	
George D Aiken Resource Conservation And Development Counc	http://	(802) 728-9526	EIN 23-7102737	22 N Main Street	Randolph	VT	05060	USA	Environment, Natural Resources Conservation & Protection	Promote conservation, development and utilization of natural resources				Promote conservation, development and utilization of natural resources	
Guardianship Trust Of Vermont Inc	http://	(802) 229-1399	EIN 03-0264312	Po Box 647	Montpelier	VT	05601	USA	Counseling, Mental Health	Servicing developmentally disabled adults				Developmentally disabled clients are cared for in professional care private homes.	
New Voice Theater Company	http://		EIN 03-0326062	404 Brook Road	Warren	VT	05674	USA	Arts & Culture, Theater						
Bennington Center For The Arts	http://		EIN 03-0323040	44 Gypsy Ln	Bennington	VT	05201	USA		VISUAL & PERFORMINGARTS. HISTORY					
Nh Munsill Hose & Hook & Ladder Co	http://		EIN 03-0357276	Po Box 249	Bristol	VT	05443	USA	Disaster Aid, Fire Prevention	To support the bristol fire department.				Dinner dance fund raiser for n h munsill hose hook ladder co  coin drop fund raiser for n h munsill hose hook ladder co  pig roast fund raiser for n h munsill hose hook ladder co	
Friends Of Waterbury Library	http://www.wplfriends.com	(802) 310-9727	EIN 03-0326304	Po Box 384	Waterbury	VT	05676	USA	Education	Support waterbury public library				Support the waterbury public library	
Northshire Civic Center Inc	http://www.rileyrink.com	(802) 362-0150	EIN 03-0341616	Hunter Park Road	Manchester	VT	05255	USA	Physical Fitness & Community Recreational Facilities, Sports	To provide affordable youth, adult, and family enrichment through athletic, cultural and social activities and programs for the broadest segments within our communities.				Northshire civic center, inc. , doing business as riley rink at hunter park, is southern vermont's largest civic facility, and features the area's only olympic sized rink. Riley rink accommodates public and private ice skating times, with a fully stocked skate rental and retail shop, concession stand that offers home cooking and a place to enjoy all the action from our warm room overlooking the rink. Hunter park, a host of many events, offers over 20,000 sq. Ft. Of indoor conference, concert and tradeshow space with theater style seating for over 1,800 people. Over fourteen acres of manicured lawns and gardens offer a park like setting for your enjoyment.	
LAMOILLE HOME HEALTH AGENCY INC	http://www.lhha.org	802-888-4651	EIN 03-0224616	54 Farr Ave	Morrisville	VT	05661	USA	Health, Home Health Care	Lamoille Home Health Care provides health care and hospice services to patients who can be cared for at home. We promote and maintain quality community health care in the home and we provide supportive care for the terminally ill.	sustain people at home with skilled health care	1000 people remain in their homes	Lamoille County, Vermont	home health and hospice care, including skilled nursing, physical, occupational and speech therapy, our Better Breathing program, personal care and homemaker services and hospice.	
Lake Champlain International (LCI)	http://www.mychamplain.net	802-879-3466	EIN 03-0360467	531 Main St	Colchester	VT	05446	USA	Environment, Water, Water Resources, Wetlands Conservation & Management	Lake Champlain International, Inc. (LCI) is a federally recognized 501(c)(3) non-profit corporation actively involved in shaping the future of Lake Champlain's water quality and fisheries.  Its mission is the conservation, restoration, and revitalization of Lake Champlain and its watershed.  LCI educates, advocates, and motivates to ensure that Lake Champlain is swimmable, drinkable, and fishable.	Those of all ages who enjoy, appreciate, stand in awe of, and love Lake Champlain and the communities and life it supports	230,000	Lake Champlain Basin within Vermont, New York, and Quebec	Be A Champ Campaign, Imagine Eco Kids Contests, Coalition to Restore the Missisquoi River, Sea Lamprey Control Education, BLUE--residential water pollution abatement program, LCI Father's Day Fishing Derby, Lake Champlain Fisheries Creel Survey, After School Fishing Clubs, Fishing For Friends Mentoring Initiative, Wastewater and Drinking Water Infrastructure Awareness, Lake Champlain Salmon Restoration, Public Access Campaign, and Stormwater Education	
Living Memorial Park Snow Sports Inc	http://		EIN 04-3370140	Po Box 1945	Brattleboro	VT	05302	USA	Recreational Clubs, Sports						
Vermont Museum Of Natural History Inc	http://www.vermontmuseum.org	(802) 464-0048	EIN 03-0353083	7599 Vermont Route 9	West Marlboro	VT	05363	USA	Animals, Arts & Culture, Environment, Environmental Education, Natural History & Natural Science Museums, Wildlife Preservation & Protection	Environmental education through museum exhibits and school programs.				The museum had about 8,500 visitors. We saw over 12,000 children and adults in programs in schools, libraries, and senior centers.	
James P Callaghan	http://		EIN 03-0336502	PO Box 179	Saint Albans Bay	VT	05481	USA							
Derby Line Ambulance	http://		EIN 03-0352906	Po Box 105	Derby Line	VT	05830	USA	Chambers of Commerce & Business Leagues						
Abbott Group Inc	http://		EIN 03-0327048	10 Park Pl	Brattleboro	VT	05301	USA	Community & Neighborhood Development, Economic Development						
Hartford Youth Hockey Association	http://www.uvha.org	(802) 291-9090	EIN 06-1459606	Po Box 195	Hartford	VT	05047	USA	Recreation & Sports, Sports	To provide hockey instruction to the public.				To provide children in hartford, vermont and surrounding communities with instructional hockey.	
Green Mountain Support Services Inc	http://www.sterlingarea.org	(802) 280-1911	EIN 03-0314664	Po Box 4409	White Riv Jct	VT	05001	USA	Developmentally Disabled Centers, Disabilities, Human Services	Green mountain support services, inc. Will strive to enable people with developmental disabilities to live safe, self-directed, and meaningful lives as accepted, valued and contributing members of their families and communities.				Green mountain support services, inc. Serves the needs of people with developmental disabilities. These services include case management day services, respite services, and residential coordination.	
Bennington Museum Inc	http://www.benningtonmuseum.org	(802) 447-1571	EIN 03-0185292	75 Main St	Bennington	VT	05201	USA	Arts & Culture, History Museums	The bennington museum collects, exhibits, and interprets the art, history, and culture of vermont and northern new england. Our goal is to educate, delight, and inspire our local community, and visitors from across the nation and the world.				The bennington museum collects, exhibits, and interprets the art, history, and culture of vermont and northern new england. Our goal is to educate, delight, and inspire our local community, and visitors from across the nation and the world.	
Dorset Park Skating Association Inc	http://www.cairnsarena.com	(802) 658-5577	EIN 03-0345659	Po Box 9482	S Burlington	VT	05407	USA	Sports, Winter Sports	To promote recreational opportunities and operate, manage and maintain public ice skating arenas in south burlington, vermont.				See schedule o. December 31, 2014 was the nineteenth full year of operation of the c. Douglas cairns arena by the dorset park skating association (dpsa). Residents from many neighboring communities within chittenden county as well as elsewhere throughout vermont took advantage of the many services that were made available to them such as rental of ice time, general public skating, and rental and sales of skating equipment. Percentage of ice time usage can be summarized as follows: hockey related activities 28%, group rentals 42%, contract rentals 20% and public skating 10%. In addition to ice rental the total revenue included $6,600 generated from locker room fees.	
Vermont Council For Gifted Education	http://		EIN 03-0331319	Po Box 9212	S Burlington	VT	05407	USA	Education						
Vermont Institute Of Natural Science Inc	http://www.vinsweb.org	(802) 359-5000	EIN 03-0231665	Po Box 1281	Quechee	VT	05059	USA	Environment, Environmental Education	To motivate individuals and communities to care for the environment through education, research, and avian wildlife rehabilitation.				For 43 years the organization has delivered innovative environmental education programs for children, adults, citizens, scientists, and educators. These programs are based on current science and delivered in schools, camps, communities, and at the organizations nature center.   the nature center in quechee, vt is an environmental education center and a living museum that exhibits new englands largest teaching collection of raptors and other wild birds. It features regularly scheduled public education programs, nature trails, and the nature store.   the organization houses new englands premier facility for the treatment and rehabilitation of injured wild birds, particularly raptors at the nature center. The organizations rehabilitation specialists care for an exceptional collection of disabled wild birds.	
Civil Air Patrol, Inc.	http://www.capnhq.gov/		EIN 03-0341170	PO Box 1591	Lyndonville	VT	05851	USA	Disaster Aid, Disaster Preparedness & Relief Services, Human Service Organizations, Human Services	For more than 50 years, the Civil Air Patrol has aggressively performed the missions Congress mandated in 1946: Aerospace Education, Cadet Programs, and Emergency Services.				For more than 50 years, the Civil Air Patrol has aggressively performed the missions Congress mandated in 1946: Aerospace Education, Cadet Programs, and Emergency Services.	
Upper Valley Church Of Christ	http://		EIN 23-7335897	Po Box 262	Quechee	VT	05059	USA							
Vermont Orthopedic Clinic, Inc.	http://		EIN 03-0352774	160 Allen Street	Rutland	VT	05701	USA	Health, Specialty Hospitals						
Lake Champlain Land Trust Inc	http://www.lclt.org	(802) 862-4150	EIN 03-0267331	1 Main St Ste 205	Burlington	VT	05401	USA	Environment, Land Resources Conservation, Water, Water Resources, Wetlands Conservation & Management	The mission of the lake champlain land trust is to save the scenic beauty, natural communities, and recreational amenities of lake champlain by permanently preserving significant islands, shoreline areas, and natural communities in the champlain region.				To encourage conservation of land around lake champlain. Accomplished through the acquisition of land and conservation easements and stewardship. Conservation also promotes through educating the public about the benefits of conservation and connecting people to the land through hikes and educational programs.	
Vermont Child Care Providers Association Inc	http://		EIN 22-3241665	Po Box 1002	Williston	VT	05495	USA							
Stowe Land Trust	http://		EIN 03-0307155	Po Box 284	Stowe	VT	05672	USA	Environment, Land Resources Conservation	Land conservation					
Southwest Florida Technology Center Inc	http://		EIN 65-0242111	PO Box 457	Quechee	VT	05059	USA							
Windham & Windsor Housing Trust Inc	http://www.w-wht.org	(802) 254-4604	EIN 22-2878487	68 Birge Street	Brattleboro	VT	05301	USA	Homeless & Housing, Housing Development, Construction & Management	The windham & windsor housing trust strengthens the communities of southeast vermont through the development and stewardship of permanently affordable housing and through ongoing support and advocacy for its residents.				Low-income rental housing (256 units) accounts for the activities of the limited partnerships that are included in the consolidation of wwht. These partnerships provide rental housing to income eligible tenants.   property management accounts for all activity relating to leasing and maintaining rental housing units. In 2014, our buildings and tenant documentation succcessfully passed all federal and state agency monitoring inspections. The property management department also provided supportive services for 125 households through coordination of benefit applications, household budgeting, tenant mediation, advocacy with service agencies for the disabled, elderly, families, individuals, and for community residents facing homelessness.   homeownership accounts for all activity relating to facilitating the ownership & stewardship of single family homes, facilitating home improvement loans and providing housing counseling services to local homebuyers and homeowners through the community land trust model.   lending - accounts for all lending activity related to the rehab loan fund housing development - accounts for all activity relating to acquisition and rehabilitation or construction of housing units neighborworks h. E. A. T. Squad - accounts for activity relating to facilitating homeowners initiating and completing home energy efficiency improvements on their homes, facilitating financing for improvements as needed, and providing energy efficiency counseling to local homeowners support and services at home (sash) program - accounts for all activity related to providing a seamless system of at-home service and support so individuals can remain in their homes throughout their lives.	
Baroque Court	http://		EIN 51-0187474	68 North St Box 150	Montpelier	VT	05602	USA							
Grand Isle County Health Council Inc	http://		EIN 23-7399366	503 Nobles Hill Rd	Isle La Motte	VT	05463	USA	Health						
Ekwanok Scholarship Trust Inc	http://	(802) 362-2220	EIN 03-0349894	Po Box 467	Manchester	VT	05254	USA		Providing scholarships for needy and deserving students to institutions of higher learning.				During the current year, 16 scholarships were provided to needy and deserving students to institutions of higher learning.	
Selamta Family Project Inc	http://www.selamtafamilyproject.org	(863) 840-1719	EIN 20-2199559	238 Orchard Ln	Windsor	VT	05089	USA	Human Service Organizations	Selamta family project unites orphaned children and marginalized women to create forever families and bright futures in ethiopia by providing stable housing, excellent education and other developmental resources.				Selamta supported 128 children through its children's center consisting of 11 forever family homes including outreach program-hiv positive head of household homes. All children are enrolled in school which includes organized sports programs and extra-curricular activities. The children receive regular medical check-ups, vaccinations and psycho-social services.	
Institute For Human Evolution Inc	http://		EIN 04-2594146	PO Box 116	Williamsville	VT	05362	USA	Biological & Life Sciences						
Vermonters For A Clean Environment Inc	http://		EIN 03-0362871	789 Baker Brook Rd	Danby	VT	05739	USA	Environment						
Help-Kids-India Inc	http://www.help-kids-india.org	(802) 439-6807	EIN 61-1572756	Po Box 1022	East Corinth	VT	05040	USA	International, International Relief	To provide community awareness and funding support for the education of dalit children in rural southern india.				Education -- raise funds for the support of 2 pre-schools (called creches) run by a local trust, serving the dalit children in tamil nadu, india. Each creche enrolls 50 children that receive daily education, shelter, nutritious food, and warm clothing. We are also supporting a new building project at the little lilies creche.   smokeless stove outreach project -- to provide funding and education for the installation of locally made clay stoves with chimneys in family homes surrounding the creches in india. This addresses the local practice and high health risk of cooking indoors without ventilation, specifically targeting women and children of low economic status.   the sewing center project -- we have supported the teaching of a group of women in tamil nadu to sew and helped them set up a sewing center in which they make bags to sell. We help these women to sell their bags in the united states and wire the money from the sales of the bags back to the sewing center folks in india to support the sewing center's expenses. Program service revenues from this project: $3460.	
Society Of American Military Engineers Norwich University Post	http://		EIN 03-6010859	Norwich Univ Box 591	Northfield	VT	05663	USA							
Champlain Islanders Developing Essential Resources	http://cidervt.org	(802) 372-6425	EIN 05-0471886	Po Box 13	South Hero	VT	05486	USA		To provide essential resources to area residents.				Transportation - the organization provides over 6,000 hours of annual transportation services, using its own vans and drivers and by coordinating volunteer-provided rides, to elderly and disabled residents who need rides to medical appointments, senior meal sites, etc.   senior meal site - the organization operates a senior meal site in south hero, vermont and also manages the local meals-on-wheels program. Over 6,700 meals served annually.   other programs - other programs include a monthly newsletter, ramp building and other accesibility projects, a special needs equipment lending closet and a number of health, fitness and educational programs.	
Oxbow Vocational Corp	http://		EIN 23-7367542	36 Oxbow Dr	Bradford	VT	05033	USA	Education, Student Services						
Across Roads Center For The Arts Inc	http://		EIN 03-0333742	Po Box 102	Waterbury	VT	05676	USA	Arts & Culture, Arts, Culture & Humanities						
Essex Firefighters Association	http://		EIN 22-2760708	81 Main St	Essex Jct	VT	05452	USA	Disaster Aid, Fire Prevention						
Greensboro Land Trust Inc	http://		EIN 22-3221358	Po Box 135	Greensboro	VT	05841	USA	Environment, Land Resources Conservation						
Springfield Village Park Foundation Inc	http://		EIN 58-2092644	Po Box 14	Bridgewater	VT	05034	USA	Arts & Culture, Historical Organizations						
Dorset Citizens For Responsible Growth	http://		EIN 03-0320664	Po Box 191	Dorset	VT	05251	USA							
NORTHEAST WILDERNESS TRUST	http://www.newildernesstrust.org	(802) 224-1000	EIN 01-0729039	17 State Street, Suite 302	Montpelier	VT	05602	USA	Animals, Environment, Forest Conservation, Natural Resources Conservation & Protection, Public & Societal Benefit, Wildlife Preservation & Protection	WILD LAND CONSERVATION AND PROTECTION				Created for the purpose of working with landowners, government agencies, conservation organizations and other land trusts to restore and preserve forever wild landscapes through conservation easements, land acquisitions, donations and other preservation methods such as outreach and education. The organization bases its land protection priorities on conservation science, wilderness potential, community vision, threat and opportunity. Working in me, nh, vt, ny, ma, and ct, the organization is funded principally by grants and donations from the public.	
Putney Family Services Inc	http://www.putneyfamilyservices.net	(802) 387-2120	EIN 03-0322210	Po Box 463	Putney	VT	05346	USA	Child Abuse Prevention, Crime & Law, Domestic Violence	To identify and address the factors that prevent the healthy development of children and families in putney, vermont.				After school program provided safe, nurturing and creative environment for grades k-5 (after school care: served 105 students out of a total of 175 school students and summer program of 56).   walk-in health clinic served un-insured and underinsured patients using volunteer healthcare providers and family friends social outreach program (150 patients).   navigator for vermont health connect	
The United States Pony Clubs Inc	http://		EIN 03-6016247	150 Park St	N Bennington	VT	05257	USA	Amateur Sports Competitions, Sports						
Flagship Earth Foundation	http://		EIN 77-0197038	1495 Fairfield Rd	E Fairfield	VT	05448	USA							
Lucys House For The Prevention Of Homeless Pets	http://		EIN 30-0518754	21 Foster Rd	Essex Jct	VT	05452	USA	Animal Protection & Welfare, Animals						
Champlain Islands Celebration Of The Arts Inc	http://		EIN 03-0313918	Po Box 108	North Hero	VT	05474	USA							
Banyan Press Inc	http://		EIN 23-7075198	Po Box 245	Pawlet	VT	05761	USA							
The Arlington Community Club Inc	http://	(802) 375-6119	EIN 22-2583323	Po Box 525	Arlington	VT	05250	USA		Association manages and cares for a historical building in the community.				To maintain and manage a community center in the town of arlington, vermont, to serve the needs of that community and neighboring communities by providing space for other charitable and educational organizations.	
Westford Historical Society Inc	http://		EIN 22-2850513	Po Box 21	Westford	VT	05494	USA		Preserve history of westford vt				Collaberation with library on the vermont movie annual mtg with speaker re civil war and annual arts festival featuring paintings of westford homesteads f	
Focus on Film	http://gmffestival.org	(802) 262-3423	EIN 22-2533760	26 Main St	Montpelier	VT	05602	USA	Arts & Culture, Film & Video	The Green Mountain Film Festival is presented by Focus on Film a long established Vermont organization whose purpose is :-(i) to provide public film showings of cultural, social and historic interest; (ii) to sponsor discussions of such films; and (iii) to provide an opportunity for independent filmmakers to exhibit their work.		10,000+ tickets sold each year		The main program of Focus on Film is the annual Green Mountain Film Festival, a ten day festival with total attendance in excess of 10,000.	
Pennington Group	http://	(802) 658-0400	EIN 03-0340655	102 S Winooski Ave	Burlington	VT	05401	USA	Homeless & Housing, Housing Development, Construction & Management	Group home for the disabled				To establish and operate a group home for persons with disabilities	
Vermont Youth Conservation Corps, Inc.	http://www.vycc.org		EIN 03-0328834	1949 East Main St	Richmond	VT	05477	USA	Children & Youth, Environment, Job Training, Natural Resources Conservation & Protection, Youth Development Programs	Since 1985 the VYCC has provided young people from every county and nearly every town in Vermont the opportunity to gain valuable natural resource training and education. Our mission is to teach individuals to take personal responsibility for all of their actions. We accomplish this mission by forming small teams of young people who work with excellent adult leaders to complete high-priority conservation projects. The challenges and experiences each crew must overcome to be successful create an ideal setting to develop leadership, teamwork, and communication skills. Each year, the Corps hires over 300 young people between the ages of 16 and 24 to manage State Parks, build trails, restore rivers and streams, and improve community greenspaces.					
Waterbury Area Senior Citizens Assn	http://		EIN 03-0342923	14 Stowe St	Waterbury	VT	05676	USA	Human Services, Senior Centers, Seniors	NUTRITION SERVICES FOR SENIORS.					
