name	url	telephone	tax_num	street	locality	region	postcode	country	Causes	Mission	Geographic areas served	Programs	Results	Target demographics	Direct beneficiaries per year
Cabbage Patch Settlement House Inc	http://www.cabbagepatch.org		EIN 61-0458359	1413 S 6th St	Louisville	KY	40208	USA	Children & Youth, Children & Youth Services, Christianity, Human Services, Neighborhood Centers, Religion	The Cabbage Patch Settlement House is a non-profit, Christian organization that exists to empower at-risk families and children to be self-sufficient by helping them maximize their spiritual, social, emotional, physical, moral, economic and educational potential. Major programs include Recreation/Youth Development, Educational Opportunities and Counseling & Family Servcies.  Although we offer a wide variety and significant number of program opportunities, our primary programming philosophy emphasizes proactive programs, which are based on established goals and objectives.  Our programs offer children and families a hand-up, not just a handout.					
Bluegrass Crime Stoppers Inc	http://		EIN 61-1272492	150 E Main St	Lexington	KY	40507	USA	Children & Youth, Crime & Law, Crime & Legal-Related, Crime Prevention, Youth Violence Prevention	Founded in 1979, to promote the welfare of communites throughout the country and to lessen the burdens of federal, state and local governments by:					
Willow Creek Sanctuary Incorporated	http://		EIN 20-4825926	Po Box 171	Danville	KY	40423	USA	Animal Protection & Welfare, Animals						
Big Brothers Big Sisters Of Kentuckiana Inc	http://www.bbbsky.org		EIN 61-6057856	1519 Gardiner Lane	Louisville	KY	40218	USA	Big Brothers & Big Sisters, Children & Youth	Our mission is to provide children facing adversity with strong and enduring, professionally supported 1-to-1 relationships that change their lives for the better, forever.		Options include Community-based, School-based, Sports Buddies, and Mentoring Children of Prisoners with the purpose of matching kids with positive role models who provide meaningful friendships and share fun experiences.  Children are ages 7-16 at enrollment.  Volunteers must be at least high school age.			
Ovarian Awareness of Kentucky	http://www.ovarianawarenessofky.org		EIN 61-1393292	4010 Dupont Circle Suite 275	Louisville	KY	40207	USA	Cancer, Diseases of Specific Organs Research, Health, Health Care	To provide resources for support, networking, and education for women who are diagnosed with gynecological cancers and their caregivers in order to improve outcomes To create awareness among women and the greater community regarding early warning signs that may be indicative of ovarian cancer, resulting in earlier detection and saved lives					
Disabled American Veterans (DAV) Charitable Service Trust	http://www.cst.dav.org	859-441-7300	EIN 52-1521276	3725 Alexandria Pike	Cold Spring	KY	41076	USA	Military & Veterans Organizations, Veterans	Through the DAV Charitable Service Trust, you help fulfill a focused and noble purpose: empowering veterans to lead high-quality lives with respect and dignity.  To carry out this responsibility, the DAV Charitable Service Trust supports physical and psychological rehabilitation programs, enhances research and mobility for veterans with amputations and spinal cord injuries, benefits aging veterans, aids and shelters homeless veterans and evaluates and addresses the needs of veterans wounded in recent wars and conflicts as well as their caregivers.	Nationwide	The Trust continues to seek effective ways to improve the lives of ill and injured veterans and their families. To date, funded programs and projects aid in providing a number of necessities to the veteran clients in each service region. Grants are typically distributed to offer:  *food, shelter and other necessary items for homeless or at-risk veterans; *mobility items or other assistance specific to veterans with blindnessm, vision loss, hearing loss or amputations; *qualified therapeutic or recreational activities for veterans and/or their families; *physical and psychological rehabilitation projects; and *other forms of support as appropriate for short or long-term relief.	Be assured that support of the DAV Charitable Service Trust is used with the greatest efficiency. Only 3% of our 2013 expenditures were used for fundraising and administration, demonstrating extremely responsible management of the funds entrusted to the Trust. Expenditures for program services for our disabled heroes represented 97% of our total costs last year.	Just as our troops provide cover for the wounded on the field of battle, we must provide cover for those who come home sick and injured.	Thousands
Reach Inc	http://	(859) 455-8057	EIN 61-1274340	733 Red Mile Rd	Lexington	KY	40504	USA	Homeless & Housing, Low-Income & Subsidized Rental Housing	To provide affordable housing to first-time homeowners in central kentucky		Home buyer subsidies and counseling is a program that prepare first-time homebuyer to financially qualifiy for mortgage financing.   loan program provides direct financial assistance for house which meet hud's definition for low-to-moderate income. The financial assistance provides the homebuyer with funds needed for down payment and closing costs of the home purchase.   housing development program uses hud home funds to develop & rehab existing housing units.			
Star Saving The Animals Of Rowan Inc	http://petfinder.com/shelters/ky251.html		EIN 20-8575595	Po Box 454	Morehead	KY	40351	USA	Animal Protection & Welfare, Animals	Rescuerehome abandoned animals in rowan		Star saved 1306 dogspuppies from rowan county k-9 shelter these dogs would have been euthanized without the organizations help all animals were placed in rescues or adopted			
House Of Ruth Inc	http://www.houseofruth.net	(502) 587-5080	EIN 61-1231355	607 E St Catherine Street	Louisville	KY	40203	USA	Health, Health Support	House of ruth provides housing support services to individuals and families infected and affected by hiv and aids.		The organization provides direct assistance and educational services to individuals and families who are hiv positive and have aids related illnesses.			
Louisville Presbyterian Theological Seminary Inc Fd Breeden Tua	http://		EIN 61-0444768	1044 Alta Vista Rd	Louisville	KY	40205	USA	Arts & Culture, Education, Graduate & Professional Schools, Humanities, Protestant, Religion						
Rural Educational Association Of Kentucky	http://		EIN 61-0447252	7400 Friendship Dr	Pewee Valley	KY	40056	USA							
GLSO Pride Center	http://GLSO.org	859 253-3233	EIN 		Lexington	KY	40504	USA		The mission of the Lexington Gay and Lesbian Services Organization is to improve the quality of life of gay, lesbian, bisexual and transgendered individuals and their families in the Central and Eastern Kentucky areas by providing a community focal point through outreach, information access, support, and to create a welcoming and accepting community that exists to empower GLBT people.	Central & Eastern Kentucky		Started the first GSA Gay, Straight Alliance for youth in the state.  Other organizations within the community begain as an subsidiary of our organization, such as; AVOL, AIDS Volunteers of Lexington. The Fairness Alliance and the ActOut Theatre Group. With the opening of The Center we are able to provide a safe place for various groups and organizations to host their meetings and small events. The Center also has the largest free GLBT lending library in the state.	Lexington Kentucky area. All ages.	
Pennyroyal Arts Council Inc	http://pennyroyalarts.org	(270) 887-4295	EIN 31-0922296	Po Box 1038	Hopkinsville	KY	42241	USA	Arts & Culture, Arts & Humanities Councils & Agencies	The missioin is to encourage, develop and promote the appreciation of the arts through education, support, service and presentation.		Various theater programs and social events that support the arts in christian county (donated advertising of 3,500)  various performance and events in historic theater that support the arts in christian county (donated facilities 61,803, donated wifi 2,544)  school arts program educational theater program that provides one free theater performance for every christian county student.			
South Louisville Community Ministries Inc	http://www.slcm.org		EIN 31-0891259	415 12 W Ashland Avenue	Louisville	KY	40214	USA	Children & Youth, Emergency Assistance, Senior Centers, Seniors, Youth Development Programs	SLCM is an association of faith groups organized to obtain community resources improve the quality of life of persons in our community, to enhance human growth, independence, and self-sufficiency, to educate and promote awareness of available services.					
Louisville Visual Art Association Inc	http://www.louisvillevisualart.org	(502) 896-2146	EIN 61-0492348	3005 Upper River Rd	Louisville	KY	40207	USA	Arts & Culture, Visual Arts	Because art nourishes the human spirit, we will enrich community life by educating people about the value and meaning of today's visual arts and by championing artists and the creative process.		Art exhibitions and workshops - promotion and expansion of the knowledge and practice of visual arts, including childrens free art classes			
Our Mims Retirement Haven, Inc.	http://www.OurMims.org		EIN 20-5381313	2810 Millersburg Ruddles Mill Rd	Paris	KY	40361	USA	Animal Protection & Welfare, Animals	Put Our Mims Retirement Haven need fulfillment here.	Paris, Kentucky	elder horse care to end of life. We care for our Ladies with proper nutrition, grooming, vet and farrier care, and lots of love. When the end comes, we honor them in our farm's cemetery.		retired Thoroughbred broodmares	
Frankfort Area Swim Team	http://		EIN 61-1110288	321 Ewing St	Frankfort	KY	40601	USA		THE FRANKFORT AREA SWIM TEAM (FAST) PROGRAM WAS ESTABLISHED FOR THE BETTERMENT AND ADVANCEMENT OF AMATEUR SWIMMING PROGRAMS IN GENERAL AND COMPETITIVE SWIMMING IN PARTICULAR AND TO FURTHER THE WHOLESOME DEVELOPMENT OF AQUATIC ATHLETES OF ALL AGES.					
Bread Of Life Ministries Inc	http://		EIN 61-1145831	6110 Arlone Ct	Louisville	KY	40216	USA							
Pregnancy Center Of Northern Kentucky Inc	http://www.choselifenky.org		EIN 61-1351706	7134 Price Pike	Florence	KY	41042	USA	Civil Rights, Health, Human Services, Reproductive Health Care, Reproductive Rights, Right to Life, Single Parent Agencies	We have been serving the families of Northern Kentucky since July 1999.  We provide pregnancy testing, pregnancy counseling, parenting training, sexual health counseling and more.  In nine years, Care Net has grown from a single office to a multi-site organization with centers in four counties: Boone, Grant, Campbell and Kenton.     An interdenominational cooperative agency, Care Net does not discriminate on any basis and offers all services in a confidential, nonjudgmental atmosphere completely free of charge to the client.     We work directly with women who are pregnant or who believe they may be pregnant, fathers of the children and supportive family members.  Within our budget, Care Net?s trained volunteers offer pregnancy tests, lay counseling, parenting classes and basic supplies to any member of the community who needs support.      Since our organization was founded, we have recognized that mentoring and counseling clients in an unplanned pregnancy is a key factor in the strengthening of the mother/baby bond, family relationships and involvement in a Christian community. We have nine years of experience offering parenting training, as well as offering counseling for adoption options and post-abortion healing.  As stated in our mission statement, Care Net supports people before, during and after an unplanned pregnancy.		Our Services -Pregnancy Tests:  A self-administered urine test read with the supervision of an Advocate.-Options Counseling:  The trained Advocates discuss fetal development; truthful and complete information about abortion procedures (including physical, emotional and spiritual risks); the adoption option; and the challenges and rewards of single parenting and marriage.-Accurate information on potential consequences of inappropriate birth control use and sexually transmitted diseases.-Earn While You Learn (E.W.Y.L.) Parenting Program:  This program pairs clients with Mentor Moms.  They meet together, as a group or one-on-one, throughout the client?s pregnancy.  Each meeting centers on a lesson about pregnancy/parenting and the client ?earns? baby items.  Parenting Programs are offered to both women and men before and after the birth of their child.-  1 2 3 Magic Parenting Program:  This program was introduced for clients wishing to continue their parenting education.  This award-winning, best-selling program provides practical and easy-to-learn parenting techniques that WORK for children ages 2-12.  The program helps parents to control their children?s behavior.  The parents learn simple techniques to be effective disciplinarians without using a physical approach.- Sexual Integrity Program (Steps to Sexual Health):   We encourage sexual abstinence for our single clients.  Advocates are trained to tenderly confront those with negative tests about the choices they are making and encourage a commitment to purity.  The Sexual Integrity Program is also offered during E.W.Y.L. for those clients that are not married.- Life Skills Program:   This program teaches our clients important life skills that help them in everyday life.  The classes cover such topics as apartment renting & money management.  This program helps our clients through the many challenges of life and empowers them to live independently and become productive parents for their children.- Post-Abortion Healing Program:   Experienced post-abortion group leaders facilitate a support group for Biblically based healing and reconciliation.- Baby Clothes/Diapers/Baby Items/Maternity Clothes:  These donated items are available upon request to those in need. - Limited Ultrasound Services to clients who are abortion-vulnerable and/or abortion-minded (meaning one of their choices would be to choose an abortion).			
Rapha Ministries	http://		EIN 20-1623862	115 Teal Ln	Winchester	KY	40391	USA	Ambulatory & Primary Health Care, Health						
Calvary Christian School Inc	http://		EIN 61-1212563	Po Box 64	Barbourville	KY	40906	USA	Education, Elementary & Secondary Schools, Literacy	To provice high qualtiy education in an atmosphere of christian encouragement and love		Children were provided high quality education in an atmosphere of christian encouragement and love  children were provided high quality education in an atomosphere of christian encouragement and love			
COMMUNITY ARTS CENTER INC	http://www.communityartscenter.net	859-236-4054	EIN 16-1674338	401 W Main St	Danville	KY	40422	USA	Art Museums, Arts & Culture	To create arts opportunities for every member of our community.	The Bluegrass region of Kentucky.	Lunch with the Arts: a monthly lunch-hour presentation by an artist or performer on a certain topic. From painters and landscapers to magicians and editorial cartoonist, we've had it all.  Starry Night Studio Painting Classes:  allow people to create their own masterpiece and find their inner artist in a social, non-competitive environment.  Blockbuster exhibits: every spring we create a blockbuster exhibit based on a central theme designed to showcase the connections between the arts and sciences. Past themes include dinosaurs, trains, and outer space.  Arts Cart: an outreach program which brings arts activities to seniors and children who are in poverty, at-risk, and/or disabled. This program provides valuable social interaction and structured activities.  Classes: Changing monthly, we provide classes in drawing, dance, drama, and more, depending on our teacher resources and available space.  New Horizons Band: this is a beginning band for adults and seniors, designed to give adults a  chance to learn or brush up on a musical instrument and be part of an ensemble.  Danville Sings: this is a group of choirs, including a children's choir, a women's choir, and a summertime community choir, that practice and perform locally.	This year we were able to host a visiting exchange artist, Janet Crymble, who hails from Danville's Sister City of Carrickfergus, Northern Ireland. For six weeks, she's been working in one of our upstairs studios and completing projects with local school groups.  In October, we successfully completed a "Vote" mural in preparation for the Vice Presidential debate in Danville. This beautified our community and fostered community spirit.  Thanks to our improved offering of dance classes, we've been helping with the creation of a Danville Dance Coalition, which will integrate all current dance initiatives in Danville and beyond.	Children, adults, families, seniors of any and all incomes and backgrounds. When we say we want to bring arts opportunities to every member of the community, we mean it!	
Carmelite Monastery Of Louisville	http://		EIN 61-0500808	3115 Lexington Rd	Louisville	KY	40206	USA							
River Fields Inc	http://www.riverfields.org	(502) 583-3060	EIN 61-6032501	455 S 4th St 9th Floor	Louisville	KY	40202	USA	Environment, Land Resources Conservation, Natural Resources Conservation & Protection	To protect, preserve and enhance the natural and cultural resources, including agricultural and scenic resources, on both sides of the ohio river between westport and west point, kentucky, for the benefit of the public. This mission guides the three main programs which are land conservation, education and advocacy. River fields preserved almost 2,200 acres forever in jefferson, oldham and shelby county, the majority which is farmland.		Advocacy - seeking creative solutions that promote planned development, growth management, greater public access, natural resources, historic and cultural preservation and protection, the enhancement of scenic views, and urban design. We are proud of our reputation as a willing negotiator in efforts to promote environmentally sensitive land and water use. We always work toward the protection of natural and cultural resources, and the protection of established neighborhoods. In 2013, the major portion of the expenses were actually incurred in two previous years but paid in 2013.   land conservation - protection, mostly permanent, of natural and cultural resources including scenic and agricultural resources through conservation easements or purchase of land in fee simple. Helping landowners and citizens protect and create more public space, natural and cultural resources, and scenic vistas. As the largest land trust in the region, with almost 2,200 acres now protected forever from unwise development, river fields provides a strong, clear voice for land conservation that is listened to throughout this region and beyond. With 16 conservation easements and 13 properties that we own, most of that acreage open to the public, we have taken many crucial steps toward preserving lands along the river corridor forever. River fields largest property owned in fee simple is a 45 acre nature preserve open to the public year-round from dawn to dusk.   education - encouraging and empowering all citizens to protect the river and its surrounding lands. River fields works closely with its members, governmental agencies, civic organizations and news media to strengthen the community involvement and knowledge about environmental issues and other important topics. We train regional citizens and leaders on the legal and professional operational elements of land conservation. We accept every opportunity to train and educate the public, neighborhoods, and professional advisors to landowners. We offer annual educational events on protected lands, always led by a scientist.			
Pikeville Medical Center Inc	http://www.pikevillehospital.org	(606) 218-3501	EIN 61-0458376	911 Bypass Rd	Pikeville	KY	41501	USA	General Hospitals, Health	Pikeville medical center's mission is to provide quality regional healthcare in a christian environment.		Physician practices:currently, over 350 healthcare providers are credentialed to practice medicine at pikeville medical center (pmc). In fy 2014, pmc welcomed 31 physicians and two physician assistants. The physicians recruited during that time period consist of four anesthesiologists, two cardiologists, one cardiologist/electrophysiologist, one family medicine physician, two general surgeons, one hematologist/oncologist, one hospitalist, one infectious disease specialist, one nephrologist, one neurologist, four osteopathic manipulative therapy physicians, one ophthalmologist, one otolaryngologist, one pain management specialist, two pediatricians, one plastic/reconstructive and hand surgeon, two radiation oncologists, two trauma surgeons, one urologist and one vascular surgeon. One psychologist also began practicing at pmc during the year. With the addition of these new physicians, pmc offers more than 400 services, including every specialty and many subspecialties. Pmc is a proud member of the mayo clinic care network. This partnership - the first of its kind to be formed in the area - is a powerful tool that allows pmc physicians to consult with mayo clinic physicians on complex medical cases. As a member of the mayo clinic care network, pmc has access to the latest information, tools and technologies to provide quality care as well as improve systems and the overall health of the community. Until recently, most of pmc's physician practices were spread throughout the community and outlying areas. To make health care more accessible and efficient, pmc opened an 11-story clinic and a 10-story parking garage on the hospital's main campus in april 2014. The pmc clinic houses eight additional operating rooms, six endoscopy suites, 23 pre-op rooms, 27 post-op rooms and most of pmc's physician practices including cardiothoracic surgery, vascular surgery, trauma surgery, general surgery, interventional radiology, gastroenterology, urology, orthopedic trauma surgery, orthopedic surgery, hand surgery, podiatry, sports medicine, obstetrics/gynecology, pediatrics, family medicine, endocrinology, pediatric endocrinology, infectious disease, nephrology, neurology, neurosurgery, physiatry, pulmonology, rheumatology, ophthalmology, otolaryngology, and plastic surgery. The 1,162-space parking garage connects to the pmc clinic on each floor, allowing patients to conveniently park on the same floor as their physician's office. In addition to physician practices found in the clinic, pmc offers: bariatric surgery in pikeville (kentucky); cardiology - general/invasive/interventional/electrophysiology - in whitesburg, prestonsburg, south williamson and lexington (kentucky) and grundy (virginia); cardiothoracic surgery in whitesburg (kentucky); oncology - medical/hematology/radiation/gynecologic - in pikeville, whitesburg and prestonsburg (kentucky) and grundy (virginia); neurology in whitesburg, mcdowell, south williamson and paintsville (kentucky); family medicine in harold and shelby valley (kentucky); obstetrics/gynecology in harold (kentucky); pain management; dermatopathology; psychology; cardiac rehabilitation and pulmonary rehabilitation in pikeville (kentucky). Pmc also employs anesthesiologists, hospitalists, intensivists and neonatologists. Pmc physicians completed 215,193 patient visits during fy 2014, an increase of five percent from the previous year. Physician practices that grew significantly during the year included trauma surgery (314% volume increase), radiation oncology (101% volume increase) and gastroenterology (86% volume increase). A pediatric physician practice and whitesburg (kentucky) specialty satellite clinic were also introduced in fy 2014.   surgical services:pmc maintains a state of the art surgical services division. The recruitment of new surgeons from varied specialties not previously offered in the region has led to rapid growth in service offerings. As a result, the surgical services division has expanded into the pmc clinic building which has made available a total of 20 operating suites, eight located in the pmc clinic and 12 located in the hospital tower. Endoscopy at pmc also relocated to the pmc clinic and increased from four to six suites. The number of surgical services cases increased by six percent in fy 2014 from fy 2013. Cases included inpatient and outpatient endoscopy procedures, inpatient and outpatient surgical procedures, and c-sections. New surgical sterilization equipment and surgical integration hardware/software was purchased for the pmc clinic during fy 2014. In addition, pmc replaced an existing brainlab with a brainlab curve system with monitor and c-arm. This system enables neurosurgeons, trauma surgeons and orthopedic surgeons to perform more complex procedures that require the use of a 3d camera, which provides more specific and clear images. The capital investment for surgical services in fy 2014 totaled $1,485,714. 30.   cardiac services:heart disease is one of the most prevalent health problems affecting the region that pikeville medical center (pmc) serves. The hospital continues its mission to offer a world-class cardiac program so that patients do not have to travel outside of the area for care. Pmc is an accredited chest pain center with pci and is a cycle iv chest pain center. The hospital is currently working toward a cycle v chest pain center designation. During fy 2014, pmc was accredited by the american association of cardiovascular and pulmonary rehabilitation and received atrial fibrillation certification from the society of cardiovascular patient care. Cardiac services offered by pmc include general cardiology, invasive cardiology, interventional cardiology, electrophysiology, cardiothoracic surgery, vascular surgery, interventional radiology, echocardiography and cardiac rehabilitation. Pmc is dedicated to recruiting highly-skilled, highly-trained physicians to provide cardiac services and currently employs five general cardiologists, one invasive cardiologist, two interventional cardiologists, two electrophysiologists, three cardiothoracic surgeons and one vascular surgeon, as well as several physician assistants and nurse practitioners. The increase in physicians and the opening of cardiology satellite clinics have contributed to a large volume increase in the cardiac catheterization (cath) lab. Cath lab volumes grew to 4,907 in fy 2014 from 3,374 in fy 2013, a 45% increase. The hospital completed 52,304 cardiac procedures during fy 2014, an overall increase of eight percent from the previous year.   pmc is a 261-bed facility offering more than 400 services, including every major specialty and many subspecialties, and employing more than 2,400 people. The nation's only three-time winner of national hospital of the year, pmc was named one of the best places to work in kentucky for seven years and ranked in the top 10 best places to work in the nation by modern healthcare for four years. Pmc is among the top five percent of hospitals in america to achieve the highest patient satisfaction rating possible - five-stars - from the centers for medicare & medicaid services. The hospital's compassionate, dedicated employees and physicians are committed to providing quality, regional health care in a christian environment. Known as the premier hospital in a multi-state region, pmc provides unmatched generosity to the community and is continually growing and looking for new ways to provide the most advanced health care available. May tower refreshnursing units throughout pmc's may tower were refreshed during fy 2014. The project involved purchasing new cabinetry, baseboards, furniture, blinds, wallpaper and ice machines. A new hardware-video hd cable broadcasting system was also purchased for the may tower. The total capital investment was $715,730. Security office relocation renovationin fy 2014, an interior renovation of 400 square feet of the first floor of the hospital's may tower took place for a new security office, which houses a camera wall system for security viewing. Security cameras throughout the hospital were upgraded from analog to digital. In addition, the renovation involved installing a new hvac unit and rerouting all camera and alarm systems. The total capital investment was $522,537. Other equipmentpmc purchased new radiology equipment for the orthopedic physician practice in the pmc clinic and also purchased a mobile x-ray unit for the pmc clinic. The digital mobile unit improves efficiency and throughput. The total capital investment for imaging equipment was $343,466. Information technology (it) equipment was purchased during fy 2014 to upgrade the wired network infrastructure in the hospital as well as upgrade the hospital's wireless network. A fire protection system was also purchased for the computer server room in fy 2014. In addition, software was purchased for pmc's meaningful use tacking system. The total capital investment for it related equipment was $975,067. Work also began on a new interventional radiology suite and cafeteria during fy 2014, both of which are major capital projects with expected completion during fy 2015. National recognitionpikeville medical center (pmc) has achieved national recognition many would think unattainable. The commitment from the leadership team, physicians and staff to carry out the hospital's mission "to provide quality, regional health care in a christian environment" led to significant recognition and awards in fy 2014 including: august '14 - america's 100 best hospitals for patient experience by womencertifiedmay '14 - atrial fibrillation certification from the society of cardiovascular patient careapril '14 - best places to work in kentucky by the kentucky society for human resource management and the kentucky chamber of commerceapril '14 - america's best hospitals for patient experience in orthopedics by womencertifiedapril '14 - outstanding patient experience award by healthgradesapril '14 - get with the guidelines - gold-plus stroke award by the american heart association (aha)/american stroke association (asa) and the aha/asa target honor rolljanuary '14 - best hospitals for patient experience in obstetrics by womencertifiedoctober '13 - best places to work in healthcare by modern healthcare magazine by striving to provide quality care and placing patients' needs first, pmc will continue to grow and redefine the health care model.			
Grace Presbyterian Church	http://		EIN 61-1258980	180 Bold Venture	Danville	KY	40422	USA							
Calvary Bible Baptist Church	http://		EIN 61-1110060	10408 Watterson Trl	Louisville	KY	40299	USA							
Metropolitan Housing Coalition Inc	http://		EIN 61-1178264	333 Guthrie Green	Louisville	KY	40202	USA							
Scarlet Hope	http://www.scarlethope.com	(502) 409-4673	EIN 27-0804557	2305 Sycamore Ave	Louisville	KY	40206	USA	Religion, Religion-Related	Transition individuals of out the adult entertainment industry		Scarlet hope helps women transition out of the adult entertainment industry. In doing so, they provide meals, job training, counseling and career coaching.			
Louisville Pharmacological Research Foundation Inc	http://		EIN 23-7085652	5513 Apache Rd	Louisville	KY	40207	USA							
Mentoring Plus	http://www.mentoringplus.org	859-982-5895	EIN 45-4390883	801 York Street PO Box 72202	Newport	KY	41072	USA		Our mission is to empower disadvantaged youth and their families to fulfill their potential and to contribute to the well-being of the community by forming relationships based on mutual trust, compassion, and respect.	Northern Kentucky & Greater Cincinnati	The main objectives of the program are to:improve youth attitudes toward drugs and alcoholdecrease youth drug & alcohol useimprove youth peer & family relationshipsimprove youth attitudes toward schoolengage youth to complete schoolingassist youth to complete job readiness skillsengage youth in positive/healthy community activities	100% of youth, Life Coaches and parents indicate an improvement in school grades  100% of parents and Life Coaches indicate an improvement in attitude towards school  100% of youth indicate they can better resist drugs and alcohol  85% of parents indicate  youth can better resist drugs and alcohol  Our Substance Abuse Subtle Screening Inventory (SASSI) results indicate the majority of our youth have decreased usage of drugs and alcohol.	empowering teens to achieve their full potential	
Century Christian Church	http://		EIN 61-0648528	1301 Tamarack Rd	Owensboro	KY	42301	USA							
Dream Factory, Inc.	http://www.dreamfactoryinc.com		EIN 61-1192716	1218 S 3rd St, Chapter: Central Kentucky Suite 504	Louisville	KY	40203	USA	Arts & Culture, Humanities	The Dream Factory, Inc., is a not-for-profit, volunteer based organization that grants the dreams of children who area between the ages of 3 and 18 years, who have been diagnosed with critical and chronic illnesses. Founded in Hopkinsville, Kentucky in 1980, The Dream Factory nationally has granted more than 20,000 dreams in it's 20-year history. Volunteers in 32 chapters across the country raise funds, arrange dream trips and procure special items for children in their own communities. The Dream Factory's goal is for 90% of all funds raised to be used to fulfill its mission.					
C O C O A Inc	http://		EIN 61-1320912	1541 W Oak St	Louisville	KY	40210	USA	Community Service Clubs						
Audio Studio For The Reading Impaired Inc	http://WWW.audio-studio.org		EIN 31-1020152	PO Box 23043 11403 Park Rd	Anchorage	KY	40223	USA	Blind & Visually Impaired Centers, Centers to Support the Independence of Specific Populations, Disabilities, Eye Diseases, Blindness & Vision Impairments, Health	The Audio Studio began in 1968 as an offshoot of Recording for the Blind.  the Anchorage Presbyterian Church donated rent-free space and volunteers read material until 1981, when the Anchorage facility was no longer needed.  Volunteers decided to keep the studio operating and the "Anchorage Studio for the Handicapped" was incorporated as an independent non-profit charitable agency.  The studio's primary role is to read material not recorded anywhere else for local and state Talking Book Libraries and for individuals throughout the country.  Name was changed to "Audio Studio for the Reading Impaired, Inc." in 1991.					
Wrymoo Railroad Historical & Educ Society Modoc Railroad Academy	http://		EIN 68-0347484	3420 Lone Oak Rd 157	Paducah	KY	42003	USA	Arts & Culture, Historical Organizations						
Lt Robert Moseley Ch Ky Society Sons Of The American Revolution	http://		EIN 61-6040787	2501 Southtown Blvd	Owensboro	KY	42301	USA							
Quail Unlimited, Inc.	http://		EIN 52-1966344	Rr 2 Box 58	Monticello	KY	42633	USA							
Christian Care Communities Inc	http://www.christiancarecommunities.org	(502) 254-4218	EIN 91-1793615	12710 Townepark Way Ste 1000	Louisville	KY	40243	USA	Human Services, Seniors, Supportive Housing for Older Adults			Hud:christian care is committed to providing affordable housing to older adults with an environment that is safe, comfortable and supportive. Further, within a portion of our communities we also provide assisted living services. These services are provided to individuals regardless of their ability to pay.   home health:christian care provides in-home medical service to a wide variety of patients. These not only include those eligible for medicare and post hospital stay benefits, but also a significant number of individuals who qualify for assistance within kentucky's medicaid and medicaid waiver programs.   home and community based programs:christian care provides other home and community based services to a wide variety of individuals, including those who qualify for various assistance programs funded by state and local jurisdictions. These services include adult day centers, flu vaccination, in-home services and outreach to church ministries.			
Stage One The Louisville Childrens Theatre Inc	http://www.stageone.org	(502) 589-4060	EIN 61-0466715	315 W Market St Ste 2s	Louisville	KY	40202	USA	Arts & Culture, Theater	Stageone family theatre inspires and educates children and families by opening the doors to imagination, opportunity and empathy. The organization serves the region's children, teachers and families by providing high quality, entertaining, and professional theater for young audiences and by fostering an appreciation of the arts that develops the whole child, supports the learning environment and builds strong family bonds. Both on stage and in the classroom, stageone has, for decades, been a key partner with area school systems in providing tens of thousands of young people their first performing arts experience, many at no cost.		Supporting children's and family theatre in louisville, kentucky. Approximately 75,000 school children attended theatrical productions.   approximately 6,500 people were served through educational workshops and classes.			
Healing Housing Inc	http://	(502) 585-4848	EIN 61-1297680	1020 W Market St	Louisville	KY	40202	USA	Homeless & Housing, Housing Development, Construction & Management	To provide housing for persons recovering from alcohol and/or substance abuse.		Provides housing in louisville, ky for persons recovering from alcohol and/or substance abuse and performs activities to help provide a stable environment for those persons.			
LIGHTHOUSE PROMISE INC	http://		EIN 61-1362760	5312 Shepherdsville Rd	Louisville	KY	40228	USA	Religion, Religion-Related						
Heritage Arts And Science Center Inc	http://	(606) 329-8604	EIN 61-1204320	Po Box 2245	Ashland	KY	41105	USA	Arts & Culture, Performing Arts Centers	Restoration of the mcconnell house (an 1800's plantation home. The mcconnell is on the national registry and our primary purpose is provide arts, science and tourism for the community with a focus on our children.		Restoration of the mcconnell house (an 1800's plantation home that house slaves. The mcconnell is on the national registry for historic places, and our organization's primary purpose is it's restoration.   restoration of the mcconnell house (an 1800's plantation home that house slaves. The mcconnell is on the national registry for historic places, and our organization's primary purpose is it's restoration.			
Asociacion De Hispanos Unidos Inc	http://		EIN 31-1571190	201 W Short St 6TH Floor	Lexington	KY	40507	USA	Human Service Organizations, Human Services						
Dream Factory Inc	http://www.dreamfactoryinc.com		EIN 61-1192728	410 W Chestnut St Ste 530	Louisville	KY	40202	USA	Arts & Culture, Humanities	The Dream Factory, Inc., is a not-for-profit, volunteer based organization that grants the dreams of children who area between the ages of 3 and 18 years, who have been diagnosed with critical and chronic illnesses. Founded in Hopkinsville, Kentucky in 1980, The Dream Factory nationally has granted more than 20,000 dreams in it's 20-year history. Volunteers in 32 chapters across the country raise funds, arrange dream trips and procure special items for children in their own communities. The Dream Factory's goal is for 90% of all funds raised to be used to fulfill its mission.					
Family Scholar House, Inc.	http://www.familyscholarhouse.org	(502) 584-8090	EIN 61-1285124	403 Reg Smith Circle	Louisville	KY	40208	USA	Education, Family Services for Adolescent Parents, Homeless & Housing, Homeless Centers, Human Services, Single Parent Agencies	Family Scholar House provides supportive housing and educational programs for low-income single-parent college students and their children. We change lives, families and communities through education.		Family Scholar House provides housing assistance, academic advising, case management and support services for single mothers experiencing homelessness.  The focus is on obtaining baccalaureate degrees to promote career-track employment and economic self-sufficiency.			
