name	url	telephone	tax_num	street	locality	region	postcode	country	Causes	Mission	Target demographics	Direct beneficiaries per year	Geographic areas served	Programs	Results
Voices of Omaha	http://www.voicesofomaha.org/		EIN 23-7088198	PO Box 24711	Omaha	NE	68124-0711	USA	Arts & Culture, Arts, Culture & Humanities	The mission of Voices of Omaha is to present an annual performance of Handels "Messiah" without admission charge as a gift to the community.  Voices of Omaha is committed to development of a diverse audience and chorus membership by maintaining relevance in the present, and nurturing musicians of all ages to assure an audience and chorus for the future.	students and adults	70 students and 1,983 adults experience Handel's "Messiah."	Omaha	music education and performance experience through annual presentations of Handel's "Messiah."	Voices of Omaha's 45th annual presentation of Handel's "Messiah" on Nov. 24, 2013 saw success in all areas targeted for growth.  1,852 persons attended the free concert, a 62% increase over the previous year.  Chorus membership grew to 164 singers, an 18% increase over 2012 and 31% increase since 2011.  16 high school students participated in the chorus, a 25% increase over 2012 and 50% increase since 2011.  Ethnicity mix of the audience was 10% non-caucasian, a 3% increase over 2012 and 4% increase since 2011. Diversity in the chorus increased to 13% non-caucasian, a 1% increase over 2012 and 5% increase since 2011.  18 persons with blindness utilized the audio description service; four persons with deafness were served by the American Sign Langauge interpretation. The printed program, lobby and stage announcements were in both English and Spanish.  Additionally, Voices of Omaha was recognized by Governor Dave Heineman for its years of service to the community; Nov. 24, 2013 was proclaimed "Voices of Omaha Appreciation Day in Nebraska."
National Spiritualist Association Of Churches	http://		EIN 47-0811740	321 Hascall St	Omaha	NE	68108	USA							
Spouse Abuse Sexual Assault Crisis Center	http://www.sasacenter.org	(402) 463-5810	EIN 47-0636224	220 S Burlington Ave	Hastings	NE	68901	USA	Domestic Violence, Family Violence Shelters, Homeless & Housing	To provide support, guidance and education to men, women and children to promote a life free of domestic and sexual violence.				Providing a 24-hour hotline, emergency shelter, emergency transportation, hospital advocacy, legal advocacy, protection orders, on-going support and information, intervention programs and community education to counties in south central nebraska.	
Friends Of Fort Hartsuff	http://		EIN 27-2589788	82036 Fort Ave	Burwell	NE	68823	USA	Arts & Culture, Single Organization Support						
One Voice Ministries Inc	http://www.ovm.org	(402) 896-6692	EIN 91-1748591	5351 S 139th Plz	Omaha	NE	68137	USA	Christianity, Religion	Provide religious activities through meetings and services for the general public. In addition, provide materials and financial support to religious and charitable organizationsin in the form of contributions and gifts.				The presentation of the gospel to a multitude of individuals by the means of conferences and the website	
St Andrews Child Enrichment Center	http://www.standrewscec.info	(402) 431-8609	EIN 47-0800915	15050 W Maple Rd	Omaha	NE	68116	USA	Child Day Care, Children & Youth	St. Andrew's child enrichment center recognizes children as important growing members of its community. We commit ourselves to love and nurture the children. Our goal is to help these children reach their full physical, educational, and developmental potential.				The center provides daycare for children ages 6 weeks to 13 years. The center provides an open and understanding environment using a discovery approach to teaching and learning. Children develop a positive self-image and experience personal success in social and cognitive learning situations.	
Swingers Youth Services	http://		EIN 36-3730848	7929 Preserve Ln	Lincoln	NE	68516	USA							
Bethel Baptist Church	http://		EIN 47-0633684	1401 S 77th St	Lincoln	NE	68506	USA							
People's City Mission	http://peoplescitymission.org	402-475-1303	EIN 	110 Q St	Lincoln	NE	68508	USA	Food, Food Programs, Homeless & Housing, Homeless Shelters	Our Mission is to feed and shelter the homeless and impoverished, while sharing the good news about Jesus Christ, thus promoting human transformation. We will accomplish this by committing to our core values of compassion, integrity, respect, innovation, and excellence, and by providing services that are needs responsive and that reflect the love of Christ		over 20,000	Lincoln and Southeast Nebraska		
For The Girls	http://	(402) 371-0792	EIN 46-0972709	1900 W Pasewalk Ave	Norfolk	NE	68701	USA	Breast Cancer	Form 990-ez, part iii-the organization's primary exempt purpose is to support the medical,emotional, and educational needs of women facing breast cancer.				Over 80% of each dollar raised benefits women in nebraska by providing education, screening and programs designed to meet the need of women facing breast cancer, and hospital and research foundation contributions.	
The Omaha Lit Fest	http://		EIN 30-0348095	14814 Josephine St	Omaha	NE	68138	USA	Education, Libraries						
Greater Omaha Alliance For Business Ethics At Creighton University	http://www.businessethicsalliance.org	(402) 280-2235	EIN 74-3244900	2500 California Plaza	Omaha	NE	68178	USA	Education	The business ethics alliance is a collaboration of organizations that lead in developing awareness, understanding, training, and measures necessary to engage organizational compliance, ethical practices, and an ethical climate throughout the business community.				Providing community-based free programs.	
Silver Creek 4-H Club	http://		EIN 47-0789360	Rte 1 Box 170A	Palmyra	NE	68418	USA							
Alpha Omega Alpha Honor Medical Society	http://		EIN 94-3213431	985524 Nebraska Medical Ctr	Omaha	NE	68198	USA							
Banisters Leadership Academy	http://		EIN 51-0666677	5421 N 103rd	Omaha	NE	68134	USA	Children & Youth, Youth Development Programs						
Nebraska Futbol Club	http://	(402) 895-3934	EIN 47-0812507	17505 Y St	Omaha	NE	68135	USA	Soccer, Sports	Organize, train and coach soccer teams and pay all training and league expenses as required				Organize, train and coach soccer teams and pay all training and league expenses as required	
Pella Reformed Church	http://		EIN 47-0643824	16101 Pella Rd	Adams	NE	68301	USA							
Immanuel Lutheran Church	http://		EIN 47-6029123	949 Road 7	Schuyler	NE	68661	USA							
Mount Calvary Lutheran Church	http://		EIN 47-6049631	Po Box 7	Fullerton	NE	68638	USA							
Nebraska Ornithologists Union Inc	http://		EIN 47-6033360	1409 Childs Rd E	Bellevue	NE	68005	USA	Education, Scholarships, Scholarships & Student Financial Aid						
Domesti-Pups	http://www.domesti-pups.org	1-866-515-PUPS	EIN 47-0836148	PO Box 21725	Lincoln	NE	68542	USA	Centers to Support the Independence of Specific Populations, Human Services	Our mission is to improve the quality of life for persons with special needs through the assistance of animals, and to promote awareness through education.	individuals with special needs		national areas	therapy  |  service dogs  |  adoptables	
Nebraska Human Resources Research Foundation Inc	http://www.nhri.org	(402) 472-3477	EIN 47-6040776	Po Box 830947	Lincoln	NE	68583	USA	Children & Youth, Leadership Development, Youth Development Programs	The discovery and enhancement of potential through leadership development, research and community programs.				The leadership and enhancement of potential through leadership developement, research, and community programs that integrate university students with local children, with the students as mentors.	
Nebraska Genealogical Society	http://		EIN 47-0602964	Po Box 5608	Lincoln	NE	68505	USA							
Community Youth Inc	http://		EIN 47-0586980	1320 N 5TH St	David City	NE	68632	USA	Children & Youth, Youth Centers & Clubs						
North Hills Hunt Inc	http://		EIN 47-0642456	12335 Gold St	Omaha	NE	68144	USA							
Salem Lutheran Church	http://		EIN 47-6029759	Po Box 316	Ponca	NE	68770	USA							
Parkview Community	http://		EIN 47-0642435	1802 N Jeffers St	North Platte	NE	69101	USA							
Habitat for Humanity of Omaha	http://www.habitatomaha.org	(402) 457-5657	EIN 36-3283625	1701 N 24th St	Omaha	NE	68110	USA	Christianity, Homeless & Housing, Housing Development, Construction & Management, Religion	Habitat for Humanity of Omaha, Inc. is dedicated to eliminating substandard housing and homelessness and to making adequate, affordable shelter a matter of conscience and action. Habitat invites people from all faiths and walks of life to work together in partnership, building houses with families in need.	provide good affordable housing	almost 60 families	North Omaha primarily with builds in South Omaha and Washington County as the availablity and need dictate.	new home construction, re-hab housing, roof and repair, and blighted home demolition.	
Cedar Creek Berean Fundamental Church Of Burwell Nebraska	http://		EIN 47-0681083	Hc 80 Box 44a	Burwell	NE	68823	USA							
Harlan County Senior Services Inc	http://		EIN 47-0597732	Po Box 1023	Alma	NE	68920	USA	Human Services, Senior Centers, Seniors						
St John Lutheran Church Wallace Ave	http://		EIN 47-6049439	Po Box 64	Curtis	NE	69025	USA							
South Sioux City School Athletic Booster Association	http://	(712) 277-6596	EIN 47-0758784	135 Oakmont Dr	S Sioux City	NE	68776	USA	Education, Parent & Teacher Groups	Promote high school athletics				Nova fitness system benefits more than 300 athletes  atv for trainer and all outdoor sports benefits more than 200 athletes  miscellaneous items and support for high schools students. Benefits more than 300 students	
Metropolitan Community College Facilities Corporation	http://	(402) 457-2391	EIN 91-1838771	Po Box 3777	Omaha	NE	68103	USA	Government & Public Administration	Acquire buildings, equipment, and facilities as specified by and suitable for use by metropolitan community college and lease these assets to metropolitan community college.				Sarpy center and connector building facilities provided for metropolitan community college.	
Nebraska 4-H Foundation	http://		EIN 47-0585528	111 N 13th St Ste 6	Tekamah	NE	68061	USA	Children & Youth, Youth Development - Agricultural						
New Hope Family Church Inc	http://		EIN 47-0784667	PO Box 457	Kearney	NE	68848	USA							
Burt County Museum Inc	http://		EIN 47-0677783	Po Box 125	Tekamah	NE	68061	USA	Arts & Culture, History Museums	Restore, preserve historical site of the museum and artifacts received to be shown to the public to educate them on the history of burt county				Remodel amd restored antrium and other buildings and scholarship	
Jobs Daughters International	http://www.iojd.org	(402) 592-7987	EIN 47-0832950	233 W 6th St	Papillion	NE	68046	USA	Children & Youth, Girls Clubs	To band together girls for spiritual				Provided support to encourage morality, charity, education, religion, good citizenship, to young adults.   youth protection program.	
FAIRPET CORPORATION	http://www.FuzzballisVeryFast.com		EIN 		Omaha	NE	68131	USA		Fairpet Corporation donates direct financial support to select and qualified No-Kill Animal Rescue shelters throughout the country. This enables the mission of these shelters to help stray and homeless pets survive.	We contribute financially to No-Kill animal shelters who need funds for dog and cat food, veterinary and shelter expenses, heating, water,  and shelter expansion.	2	United States		Self-funded to date, contribute actively to 2 No-kill Shelters, one in Iowa, one in Texas.
North Platte Concert Association	http://npconcertassociation.org		EIN 47-0655486	806 Dillon Ct	North Platte	NE	69101	USA		Foster music appreciation				Provide musical events for the enjoyment of the community	
Sanctuary Interdenominational Church Inc	http://		EIN 47-0648995	2543 N 16th St	Omaha	NE	68110	USA							
EDUCATE UGANDA	http://www.educateuganda.org		EIN 20-8468493	P.O. Box 540095	Omaha	NE	68130	USA	International, International Development		children who have lost one or both of their parents	10,000 children through sponsorships, school supplies and school construction projects	Uganda, Africa	primary and secondary school sponsorship (this provides a child with a year of school, a school uniform and a meal each school day); we also construct classrooms, teacher quarters, dormitories, water tanks and pit latrines for our partner schools.	
Phoenix Futbol Club Inc	http://		EIN 47-0786815	Po Box 460886	Papillion	NE	68046	USA	Baseball & Softball, Sports						
Thrift Center For The Handicapped Inc	http://		EIN 47-0603924	4009 Sequoia Dr	North Platte	NE	69101	USA		To provide financial assistance to needy individuals, non-profit organizatons, and charities in and around north platte, nebraska.				Used profit from the sale of donated items to provide financial support to needy individuals, non-profit organizations and miscellaneous charities such as food pantries, in and around north platte, nebraska	
Gage County Economic Development Inc	http://		EIN 47-0772691	Po Box 574	Beatrice	NE	68310	USA	Economic Development	To promote economic development				Functions that help promote the development of industry, business, jobs, population growth and housing in gage county	
Omaha Healthy Kids Alliance	http://www.omahahealthykids.org	402 934 9700	EIN 20-5085175	5006 Underwood ave	Omaha	NE	68132	USA	Environment, Pollution Abatement & Control	to promote lead-safe and healthy homes for children and families in Omaha.	children	300 homes of children	Omaha	our safe and healthy homes assessment and assistance program	
Arboretum On Farnam	http://		EIN 47-0786336	11606 Nicholas St Ste 100	Omaha	NE	68154	USA	Human Services, Seniors, Supportive Housing for Older Adults						
Wounded Warriors Family Support	http://woundedwarriorsfamilysupport.org	402-502-7557	EIN 20-1407520	920 S. 107th Ave. Suite 250	Omaha	NE	68114	USA	Emergency Assistance, Family Services, Human Services, Military & Veterans Organizations, Veterans	Wounded Warriors Family Support provides support to families of those who have been wounded, injured, or killed during combat operations. The families of our casualties suffer in many ways, some financially, some psychologically.	Qualified military families are those in which a parent, while serving in our armed forces, was injured, wounded, or killed during combat operations as defined by the DOD.	Over 200 families per year receive services.	Families from all fifty states are served.	Retreat Centers Partnerships with other organizations to help build Smart Homes Respite Care Emergency Funds	We were able to contribute all proceeds from our 2012 High Five Tour to a Smart Home for Operation Tyler Huffman. Currently we are developing a respite care program.
North Platte Opportunity Corporation	http://	(308) 532-3965	EIN 47-0646704	Po Box 729	North Platte	NE	69103	USA	Job Training, Vocational Rehabilitation	To provide services and programs for the developmentally disabled persons with physical or mental disabilities.				Operation of vocational education and training center for the benefit of handicapped persons for year ended june 30, 2015. Workshop clients-39 residential clients-55	
Child Evangelism Fellowship Inc	http://		EIN 47-6094583	6310 Adams St	Lincoln	NE	68507	USA							
The Mosaic Foundation	http://www.mosaicinfo.org	(402) 896-3884	EIN 36-3837360	4980 S 118th St Lind Center No A	Omaha	NE	68137	USA	Developmentally Disabled Centers, Disabilities, Human Services	The mosaic foundation, a supporting foundation for mosaic, provides opportunities for donors to make charitable contributions to support the mission of mosaic and its affiliates, and oversees the investment of assets accumulated through charitable giving.				Grants to mosaic to further the support of its purpose of operating living and care facilities, residential programs and vocational services for individuals with intellectual disabilities. Mosaic's staff members and volunteers provide individualized services, living options, work choices, spiritual nurturing, and advocacy to approximately 3,500 individuals in more than 50 communities across 10 states. Mosaic is the recognized leader in making a positive difference in people's lives. We are passionate about services and partnerships that create meaningful lives in caring communities. Inspired by faith, we give voice to issues that affect people's lives. Mosaic is committed to the following values:safety - we are committed to policies and practices that ensure and enhance the safety, health, and well-being of people. Respect - we listen to each person and honor their choices, affirming their dignity and upholding mosaic's mission and vision. Connection - we partner with families and communities, supporting people to build mutual relationships and be valued, participating members of their community. Integrity - we are true to our faith heritage, acting with openness and truth in all situations, making ethical choices and following intently all laws and regulations. The services mosaic provides include case management, children's services, day services, 24/7 residential supported living, supported senior living, and host home/foster care. Supports are tailored to the individual's needs and desires. Interested people can find more information regarding mosaic or the mosaic foundation at www. Mosaicinfo. Org or by calling 877-366-7242.	
Uniquely Yours Stability Support	http://		EIN 80-0160230	240 N Main St	Fremont	NE	68025	USA	Family Services						
Blair Area Young Mens Christian Association	http://www.blairymca.org/		EIN 47-0782711	1278 Wilbur St	Blair	NE	68008	USA	Human Services, Physical Fitness & Community Recreational Facilities, Sports, Young Mens or Womens Associations	Founded in 1883, YMCAs collectively make up the largest nonprofit community service organization in America. YMCAs are at the heart of community life in neighborhoods and towns across the nation. They work to meet the health and social service needs of 16.9 million men, women and children.					
Project Hope Inc	http://	(402) 453-7649	EIN 47-0682835	6201 N 60th St	Omaha	NE	68104	USA	Human Service Organizations, Human Services	Community resource center focusing on food and clothing needs				Food and clothing pantry site. Emergency food assistance offered by referral;	
Center For Holistic Development	http://www.chdomaha.org	(402) 502-9788	EIN 47-0840961	6502 Sorensen Pkwy	Omaha	NE	68152	USA	Community Mental Health Centers, Family Counseling, Health, Health Support, Mental Health, Mental Health Disorders	To serve a diverse community by providing holistic behavioral healthcare & education to individuals and families. These services are provided through various programs that are based on education, prevention, advocacy and collaboration.				Outpatient counseling provides confidential, outpatient clinical services to address mental illness and substance abuse issues for multicultural individuals, families, and couples of all ages.   kidsquad is a collaborative effort between several agencies to provide community childcare centers with the tools to achieve positive behavior for children with challenging behaviors. These educational services were provided to 75 centers and 150 classrooms, and 2,577 children benefited from services indirectly and 121 children directly.   real talk is designed to encourage development of social and emotional competence in middle school students in the omaha public school system. The facilitators use interactive, culturally and developmentally appropriate techniques to engage the students in real world issues and provide strategies for problem solving, goal setting, health relationships, recognizing and managing emotions, conflict resolution, and communication skills. Over 2,000 students were served in six middle schools.   the "other" program services include: soaring with wings which is an out-of-school time (ost)program designed to work with elemntary school students to enhance personal and academic development. African american youth leadership development experience (aaylde) is a culturally-based diversion program for african american male youth; as well as education and outreach programs such as parenting classes and community-based mental health awareness programs.	
The Institute For Priestly Formation Foundation	http://		EIN 76-0841350	2500 California Plz	Omaha	NE	68178	USA							
Omaha Law League Foundation Inc	http://		EIN 51-0188615	Po Box 540975	Omaha	NE	68154	USA	Education, Educational Services						
Habitat For Humanity International, Inc.	http://		EIN 47-0810948	2412 N St	Lincoln	NE	68510	USA		Habitat for Humanity is a nonprofit, ecumenical Christian housing ministry dedicated to eliminating substandard housing and homelessness worldwide and to making adequate, affordable shelter a matter of conscience and action. Habitat invites people from all faiths and walks of life to work together in partnership, building houses with families in need.					
Malcolm Parent Teacher Organization	http://		EIN 47-0669071	10000 Nw 112th St	Malcolm	NE	68402	USA	Education, Parent & Teacher Groups						
Yorkshire Playhouse Foundation	http://		EIN 91-1841087	Po Box 413	York	NE	68467	USA	Philanthropy, Private Independent Foundations						
Coordinating Committee Of The Christian Family Movement	http://www.cfm.org		EIN 36-6217705	Po Box 540550	Omaha	NE	68154	USA	Christianity, Family Services, Religion, Religious Printing & Publishing, Roman Catholic	The Mission of the Christian Family Movement is to promote Christ-centered marriage and family life; to help individuals and their families to live the faith in daily life; to improve society through actions of love, service, education and example.					
Habitat For Humanity International Inc	http://www.lincolnhabitat.com	(402) 477-9184	EIN 47-0714576	144 N Antelope Valley Pkwy	Lincoln	NE	68503	USA	Christianity, Homeless & Housing, Housing Development, Construction & Management, Religion	Lincoln lancaster county habitat for humanity constructs homes for low-income families				Lincoln/lancaster county habitat for humanity is a non- profit, ecumenical christian organization dedicated to providing safe, affordable housing for families in need. Through tax-deductible donations, no-interest loans and volunteer labor, habitat builds or renovates homes for the inadequately sheltered. Construction is a partnership venture between volunteers and future homeowners. Houses are sold to selected families at no profit with a no-interest mortgage repaid over a 15 to 30 year period. House payments are then recycled to build more houses.   lincoln/lancaster county habitat restore is a non-profit home improvement store and donation center that sells new and gently used furniture, home accessories, building materials, and appliances to the public at a fraction of the retail price. The proceeds are used for habitat's mission to build homes, community, and hope locally.	
Womens International Bowling Congress Inc	http://		EIN 51-0222347	1420 M St	Aurora	NE	68818	USA							
Plattsmouth Conservancy Inc	http://		EIN 47-0770339	437 Main St # 1	Plattsmouth	NE	68048	USA							
Women General Auxiliary Of The Twin Cities Unit Shriners Hospital Crippled	http://		EIN 47-0611652	Panhandle Shrine	Scottsbluff	NE	69361	USA							
Blue Rivers Area Agency On Aging	http://www.braaa.org	(402) 223-1352	EIN 47-0555810	1901 Court St Ste 1	Beatrice	NE	68310	USA	Human Services, Senior Centers, Seniors	To provide older adults access to services that will allow them to live safely and independently in their own homes.				Meals provided to senior citizens at congregate sites or delivered to senior citizens  transportation services for senior citizens  supportive services for senior citizens  other services to support senior citizens	
Father Flanagans Boys Home dba Boys Town	http://www.boystown.org	402.498.1300	EIN 47-0376606	14100 Crawford Street	Boys Town	NE	68010	USA	Education, Elementary & Secondary Schools, Group Homes, Health, Hospitals, Literacy, Residential Care & Adult Day Programs	Founded in 1917 by Father Edward J. Flanagan, Boys Town provides children and families with services in their own homes, or, when necessary, family-like out-of-home services to children with special treatment needs across the nation. Mission: Changing the way America cares for children and families by providing and promoting a continuum of care that strengthens body mind, and spirit. Vision: Americas beacon of healing and hope, strengthening children and families through life-changing care.				Nebraska/iowa - see schedule o for complete description  boystown national research hospital - see schedule o for complete description  programs across america - see schedule o for complete description	Since Father Flanagan first began helping children, Boys Town has been a good steward for its donors, providing cost-effective, cost-efficient programs based on traditional family values that have an immediate and long-term impact.
Lincoln Arts Council	http://www.artscene.org	(402) 434-2787	EIN 47-6046691	1701 S 17th St Ste 1a	Lincoln	NE	68502	USA		Promote art/culture in lincoln				Develop awareness and appreciation for community's arts  annual event held to sponsor artists and provide a juried arts venue for the community  recognize artistic excellence and outstanding support of the arts  public art projects held to promote art in the community. Website and newsletter to inform the public about arts events and activities in the community	
Embroiderers Guild Of America Inc	http://		EIN 47-0643115	5946 Newton St	Lincoln	NE	68506	USA							
American Consumr Credit Education Support Services Inc	http://		EIN 47-0826426	Po Box 302	Fremont	NE	68026	USA	Civil Rights, Civil Rights, Social Action & Advocacy, Consumer Protection, Education, Financial Counseling	AMERICAN CONSUMER CREDIT EDUCATION SUPPORT SERVICES, INC. (ACCESS) DISSEMINATES CREDIT EDUCATION INFORMATION AND ASSISTANCE TO THE GENERAL PUBLIC. ACCESS PROVIDES CREDIT INFORMATION AND ASSISTANCE TO BOTH THE CONSUMER AND THE CREDIT GRANTORS.					
The Melham Medical Center Foundation Inc	http://	(308) 872-2625	EIN 47-0795995	145 East Memorial Drive	Broken Bow	NE	68822	USA	Crime & Law, Domestic Violence, Protection Against Abuse	The melham memorial medical center foundation solicits funds for jennie m. Memorial medical center (jmmmmc) to assist in the education and training of staff members, physician recruitment, development of new health care programs and services, and upgrading and expanding the medical facilities, equipment and technology of jmmmmc.				The expense shown is depreciation on the donor wall for which the foundation raised funds in prior years. The donor wall is located at the jennie m melham memorial medical center.   assist jennie m. Memorial medical center (jmmmmc) in the education and training of staff members, physician recruitment, development of new health care programs and services, and upgrading and expanding the medical facilities, equipment and technology of jmmmmc.	
Winside Public Library Foundation	http://		EIN 91-1749791	Po Box 293	Winside	NE	68790	USA	Education						
Polk Senior Center Incoporated	http://		EIN 01-4152840	Po Box 83	Polk	NE	68654	USA							
Friends Of Constru Casa Usa	http://www.construcasa.org	(513) 263-3595	EIN 45-2345557	9200 Andermatt Dr	Lincoln	NE	68526	USA	Homeless & Housing, Housing Support	Raise funds for asociacion constru casa guatemala	Extreme poor of Guatemala		All of Guatemala	Constru casa is a guatemalan non-profit organization offering basic, safe housing to families in extreme poverty.	We just completed house number 600!
Divertigranja A.C.	http://www.divertigranja.org		EIN 		Oaxaca		68120	Mexico		Divertigranja is a farm/petting zoo for children with and without disabilities whose themes of education are animal diversity, plant life, and planet ecology, all within the framework of teaching the acceptance of and incorporation into Mexican society people with different capabilities.			Oaxaca, Mexico		
Senior Health Foundation	http://www.omahaseniorcare.org	(402) 827-6000	EIN 47-0709560	7915 N 30th St	Omaha	NE	68112	USA	Human Services, Senior Centers, Seniors	The mission of senior health foundation is to enhance the lives of the seniors we serve through fundraising, research, advocacy and education.				Senior health foundation provides fundraising for its affiliates to help ensure the accomplishment of their respective missions.	
Kearney Area Arts Council	http://		EIN 51-0189467	Po Box 842	Kearney	NE	68848	USA							
Bethphage Mission South, Inc.	http://		EIN 47-0654960	4980 S 118th St	Omaha	NE	68137	USA	Developmentally Disabled Centers, Disabilities, Human Services						
St Paul Methodist Church Memorial Fund Inc	http://		EIN 47-6026507	1144 M St	Lincoln	NE	68508	USA	Protestant, Religion	FUNDING RELIGIOUS ACTIVITIES					
VSS Catholic Communications Inc KVSS	http://www.spiritcatholicradio.com	(402) 571-0200	EIN 91-1857425	13326 A Street	Omaha	NE	68144	USA	Christianity, Religion, Religious Radio, Roman Catholic	Radio broadcasting of catholic religious programming, providing for the educational religious needs of much of nebraska and western iowa areas.	Bring people to Christ	Our coverage area spans 5 states and can reach over 1. million people	the midwest	all the best Catholic Radio programming on a local, regional and national level.  Prayers, devotions, songs and talk format for all to hear across a 5 state region	
Hope Congregational Church	http://		EIN 47-6038916	Po Box 388	Bayard	NE	69334	USA							
Faith Fellowship Inc	http://		EIN 47-0638208	1800 Scott St Apt 45	Beatrice	NE	68310	USA							
Foundation for Lincoln Public Schools	http://www.foundationforlps.org	(402) 436-1612	EIN 36-3490560	5901 O St	Lincoln	NE	68510	USA	Education, Primary & Elementary Schools, Secondary & High Schools	The mission of the Foundation for Lincoln Public Schools is to support the Lincoln Public Schools by raising funds to support programs for the enhancement and enrichment of public education, recognizing excellence in public education, and reinforcing positive relations with the community.				Memorial scholarships to provide further education to school seniors, education programs within lincoln, ne schools, and monetary awards to outstanding teachers.   implementation and development of community learning center programs at various schools in lincoln, ne  support of teammates programs in lincoln nebraska.   development and implementation of a program to support more low-income and first generation students to graduate from high school and attend post- secondary school. Implementation and support of program to directly connect donors to classroom need of students.	
Central Flyway Decoy Collectors And Carvers Association	http://		EIN 47-0534768	8502 S 101st St	Lavista	NE	68128	USA							
Korean Church Of Omaha	http://		EIN 43-0673140	Rr 5 Box 114	Omaha	NE	68112	USA							
Sammy's Superheroes	http://www.sammyssuperheroes.org	402-563-HOPE	EIN 46-2162732	2002 23rd St.	Columbus	NE	68601	USA	Cancer, Cancer Research, Health, Pediatrics Research	To raise awareness  and  fund life-saving research for all types of childhood cancer.	We are raising funds through private donations, corporate sponsors and partners to fund research for childhood cancer, the #1 cause of death by disease in children.		United States	childhood cancer research, providing Binkeez for Comfort blankets to pediatric oncology patients, and raising awareness for childhood cancer, the #1 cause of death by disease in children.	
Ili Lift Incorporated	http://	(402) 370-3503	EIN 47-0772943	900 E Norfolk Ave	Norfolk	NE	68701	USA	Homeless & Housing, Housing Support	Housing for mentally handicapped				Rental of residental housing to low income adults with chronic mental illness	
Open Door Mission	http://www.opendoormission.org	402-422-1111	EIN 47-0411375	2828 N 23rd St E	Omaha	NE	68110	USA	Emergency Assistance, Homeless & Housing, Homeless Shelters, Human Services	Breaking the Cycle of Homeless and poverty.				Overnight lodging, food, clothing, and laundry provided to families and single individuals  support to the general public by providing food, clothing, and medical care and education  training for a new life of contribution to society and working to support oneself	
Christ For the City International, Inc.	http://www.cfci.org		EIN 47-0789700	5332 S. 138th Suite 200	Omaha	NE	68137	USA	Economic Development, Protestant, Religion, Urban & Community Economic Development	To multiply ministries that will present people the opportunity to develop a personal relationship with Jesus Christ and send out multi-national teams into the least evangelized cities of the world.				The majority of Christ For the City International's ministry is directed toward people in the strategic population centers of the world where hunger, poverty, and despair are prevalent. CFCI workers meet critical social needs through community development, rehabilitation efforts, and educational programs provided by full-time missionaries, short-term missionaries, and short-term teams.The people who receive help usually ask for the motivation behind the service provided. This lays an innovative platform for sharing the gospel, equipping new believers and multiplying bases and ministries. These bases in turn are sending cross-cultural workers into the least evangelized cities of the world.	
Catholic Charities Foundation	http://www.ccomaha.org	(402) 554-0520	EIN 47-0744276	3300 N 60th St	Omaha	NE	68104	USA	Domestic Violence, Family Violence Shelters, Food, Food Banks & Pantries, Homeless & Housing, Mental Health, Religion, Roman Catholic, Substance Abuse Dependency, Prevention & Treatment	Support the mission and social services programs of catholic charities of the archdiocese of omaha, inc.				The foundation was established to further the charitable and educational purposes of catholic charities of the archdiocese of omaha, inc. Through fundraising.   to fund the computer lab of st. James manor, inc. On a month by month basis.	
Bryan Foundation	http://www.bryanhealth.com	(402) 481-3190	EIN 23-7005720	1600 South 48th Street	Lincoln	NE	68506	USA	Arts & Culture, Education, Fund Raising & Fund Distribution, General Hospitals, Health	Bryan foundation's mission is to advance health, excellence in patient care, and health-related education through philanthropic support of bryan health and affiliates.				Bryan foundation provides financial support and fund-raising services to support its parent organization, bryan health, and its related non-profit affiliates commitment to: (1) provide medical care to all individuals, without regard to their ability to pay, (2) provide advanced health care technology and treatment, (3) assure academic and continuing education for nurses, physicians and other healthcare professionals, and (4) provide scholarships for students who attend bryan college of health sciences.	
International Arabian Horse Foundation	http://		EIN 51-0181272	1024 K St	Lincoln	NE	68508	USA	Unknown						
Oxford Community Child Care, Inc.	http://		EIN 47-0766583	600 Ogden St	Oxford	NE	68967	USA	Child Day Care, Children & Youth						
The Hidden Front	http://www.thehiddenfront.org		EIN 26-3695590	208 Highway 92	Arnold	NE	69120	USA	Military & Veterans Organizations, Veterans	To support veterans, soldiers, and their families					
Berean Fundamental Church Of Crete Nebraska	http://		EIN 47-0793475	395 County Road 2500	Crete	NE	68333	USA							
Radio Talking Book Service Inc	http://		EIN 23-7437638	7101 Newport Ave	Oniah	NE	68152	USA	Eye Diseases, Blindness & Vision Impairments, Health	PROVIDE STATEWIDE RADIO READING SERVICE FOR APPROXIMATELY 10,000 PRINT DISABLED PEOPLE					
Soil And Water Conservation Society	http://		EIN 47-6036060	1907 Bel Air Rd	Norfolk	NE	68701	USA							
Izaak Walton League Of America West Point Chapter	http://www.iwla.org		EIN 47-6028091	507 S Ash St	West Point	NE	68788	USA	Environment, Natural Resources Conservation & Protection, Water, Water Resources, Wetlands Conservation & Management	For the last 80 years, the Izaak Walton League, a national conservation organization, has been addressing a broad range of issues affecting our nation's wildlife and natural resources. We work to educate decision-makers and the public through our national program staff and through our 50,000 members and supporters that are organized through 300+ community-based, volunteer chapters and state-level divisions. Our goal is to ensure that America's natural resource base is protected, managed and used to assure the quality of life in the long run. We accomplish this by emphasizing the hands-on role that individuals can play in habitat protection and restoration as well as through their local legislatures. Our current national conservation work includes staffed programs on public lands management, wetlands and clean water policy, sustainable agriculture and forestry, energy efficiency, clean air, citizen stream and wetland monitoring and restoration education, responsible outdoor behavior.					
