name	url	telephone	tax_num	street	locality	region	postcode	country	Causes	Mission	Target demographics	Direct beneficiaries per year	Geographic areas served	Programs	Results
Sugarloaf Area Christian Ministry	http://		EIN 22-3116795	Rr 1 Box 2287	Carabaset Vly	ME	04947	USA							
Damariscotta River Association	http://		EIN 23-7303162	Po Box 333	Damariscotta	ME	04543	USA	Environment, Water, Water Resources, Wetlands Conservation & Management						
Bethel Library Association	http://	(207) 824-2520	EIN 01-6011376	Po Box 130	Bethel	ME	04217	USA		The purpose of the bethel library association is to support and manage bethel library as a resource to meet informational, educational and recreational needs of the communities it serves.				Loaning books, videos, magazines periodicals to local general public	
SANFORD MAINE STAGE COMPANY INC	http://		EIN 01-0405683	PO Box 486	Springvale	ME	04083	USA	Arts & Culture, Theater						
Peaks Island Land Preserve	http://www.peaksislandlandpreserve.org	(207) 766-2010	EIN 01-0494267	Po Box 99	Peaks Island	ME	04108	USA	Environment, Land Resources Conservation					Acquisition of the "ice pond" property - expenses don't include the acquistion cost of $60,000.   property maintenance and stewardship of protected parcels.	
Camp Sunshine at Sebago Lake Inc	http://www.campsunshine.org	(207) 655-3800	EIN 22-2582877	35 Acadia Rd	Casco	ME	04015	USA	Children & Youth, Health, Health Care, Youth Development Programs	Founded in 1984, Camp Sunshine provides retreats combining respite, recreation and support, while enabling hope and promoting joy, for children with life-threatening illnesses and their families through the various stages of a childs illness.  Camp Sunshine is the only program in the nation offered year-round with the distinction of having been designed to serve the entire family in a retreat model. The program is free of charge to families and includes on-site medical and psychosocial support. Bereavement sessions are also offered for families who have experienced the death of a child from a supported illness.	Just as an illness does not target a specific demographic, Camp Sunshine's programs and support is available to all families, regardless of economic or cultural backgrounds.	750-800 families, or 3,000 - 3,200 family members.	National / International.	Families of children diagnosed with cancer, hematologic conditions, renal disease, systemic lupus, those who have undergone solid organ transplantation, and families of children with other life-threatening illnesses attend illness-specific sessions of varying lengths.  Families have the opportunity to solidify their relationships and meet others facing similar challenges. Bereavement programming is also provided for families who have lost a child to the illnesses served at Camp.	Over the past 32 years, Camp Sunshine has served more than 48,900 family members from 50 states and 27 countries.
National Foundations March Of Dimes Maine Chapter	http://		EIN 01-6020916	175 Lancaster St Ste 218	Portland	ME	04101	USA							
SAIL MAINE INC	http://www.sailmaine.org	(207) 632-3550	EIN 01-0505456	58 Fore Street	Portland	ME	04101	USA	Arts & Culture	Sailing education				Sail maine fosters personal growth and development and significantly improves quality of life for over 300 participants per year through sale training, education and racing programs, while providing waterfront access for the local community and strengthening maine's connection to the sea.	
Foundation Fiore Verde	http://		EIN 01-0473315	Po Box 1503	Portland	ME	04104	USA	Philanthropy, Philanthropy, Voluntarism & Grantmaking Foundations						
Souls Harbor Inc Main Rd	http://soulsharbor.tv	(207) 285-3131	EIN 01-0358152	Po Box 275	Corinth	ME	04427	USA	Arts & Culture, Television	Our mission is to provide services of a religious content to educate and evangelize by means of live worship services and other forms of media available, primarily the medium of television.				The gospel of jesus christ was promoted and spread through missionary/evangelical work in eastern maine, and through television broadcasts benefiting the viewing public throughout the viewing area.	
Oceanside Conservation Trust	http://		EIN 01-0376587	Po Box 10404	Portland	ME	04104	USA							
Frannie Peabody Center Inc	http://www.peabodycenter.org	(207) 774-6877	EIN 01-0416974	30 Danforth St Ste 311	Portland	ME	04101	USA	AIDS, Health	Frannie peabody center's mission is to prevent the spread of hiv and provide support for people living with hiv/aids in maine.			Maine	Case management:frannie peabody center ("fpc") serves half of all mainers living with hiv/aids who receive case management services. Fpc serves those in cumberland and york counties, providing referrals and advocacy to meet the medical, psychological, legal and physical needs of clients. Fpc also assists with payments for medications, dental care, eyeglasses, and nutrition.   housing:frannie peabody center is committed to meeting the housing and residential needs of people living with hiv/aids in maine. Haven, fpc's statewide housing assistance program, provides tenant-based rental subsidies and short term rent, mortgage and utility payment assistance to low-income individuals and families living with hiv/aids.   prevention:frannie peabody center's hiv prevention and education programs focus on targeted outreach and recruitment, referrals to testing, linkages to support services and medical care, partner counseling and referral services and low barrier anonymous rapid hiv testing.	
Bangor Land Trust	http://www.bangorlandtrust.org	(207) 942-1010	EIN 33-0997433	Po Box 288	Bangor	ME	04402	USA	Environment, Land Resources Conservation	Protect for public benefit land and water in the bangor region that have special ecological, natural, scenic, agricultural, or recreational significance; increase public understanding of the value of land and water conservation.				Maintained 822 acres of conservation land in bangor and levant open to the public for use for nonmotorized recreation such as nature study, hiking, skiing, and biking.   held numerous outdoor events open to the general public in the bangor area, including many focused on special topics such as wildflowers, birds, mammals, amphibians, and invertebrates; published two newsletters; supported other nonprofit organizations with like missions; maintained informative website and facebook page.	
Greater Rumford Area Historical Society	http://		EIN 51-0172464	145 Congress Street	Rumford	ME	04276	USA							
Ruths Reusable Resources	http://www.ruths.org		EIN 04-3389715	39 Blueberry Rd	Portland	ME	04102	USA	Education, Educational Services	Our mission is to ensure that students and classrooms in Maine have the basic tools for learning, by transferring surplus business supplies and merchandise into the hands of school children and teachers.		Over 70,000 students and over 8,000 teachers/staff can benefit from what 3R's has to offer.	The State of Maine, parts of New Hampshire and Massachusetts		Each day, throughout the school year, children in Maine attend school without the needed pencils, paper, and other basic supplies. At the same time, businesses through out the United States dispose of these same basic items. 3R's transfers those unwanted supplies to children and their teachers. It is working. Since 1994, 3R's has given away more than $50 million worth of surplus furniture, paper, books, office supplies and computers to Maine schools and non-profits. Over 1 million pounds of reusable materials have been saved from Maine landfills and transferred to schools. 3R's was named 2003 EcoMaine recycler of the year.
Northern Maine Community College Foundation	http://		EIN 01-0416939	33 Edgemont Dr	Presque Isle	ME	04769	USA	Education	Provide scholarships and grants to students of Northern Maine Community College					
Salt Bay Chamberfest	http://www.saltbaychamberfest.org		EIN 01-0533841	Po Box 1268	Damariscotta	ME	04543	USA	Arts & Culture, Music						
Church Of Jesus Christ Restoration Branch	http://		EIN 01-0460440	Po Box 70	Sunset	ME	04683	USA							
Kezar Lake Association	http://		EIN 23-7122071	Po Box 88	Lovell	ME	04051	USA	Environment, Natural Resources Conservation & Protection						
The Coastal Childrens Museum	http://www.coastalchildrensmuseam.org	(207) 596-0300	EIN 01-0409240	75 Mechanic St	Rockland	ME	04841	USA		Our mission is to provide children and families the opportunity to explore, discover and learn, through play, about the natural world, the arts and sciences, and the diversity of maines mid-coast.				The coastal childrens museum had another wonderful year with 6600 children and adult visitors. We had 145 new or renewing memberships and 36 birthday parties. During the year we had 70 special programs including our spring and summer family fun days and our harvest party with pizza made from vegetables and herbs grown in our pizza garden. The pizza garden is maintained by children and parents. Our annual kiwanis day was held in the spring. We had expanded outreach programs to grade schools and libraries. We have a core group of volunteers who volunteer on a weekly and daily basis.	
LA ARTS	http://www.laarts.org	(207) 782-7228	EIN 01-0391208	221 Lisbon St	Lewiston	ME	04240	USA	Arts & Culture, Arts Education	To increase awareness, appreciation and support of the arts in the lewiston and auburn areas				Arts in education - 200 programs available to over 10,000 students. After school arts program (leap) - 630 programs available to 250 students. Multiple teacher workshops with 25 attendees eacharts in education - 200 programs available to over 10,000 students. After school arts program (leap) - 630 programs available to 250 students. Multiple teacher workshops with 25 attendees each  community arts programs - music in the parks with 6 to 8 events with 1400 attendees. Miscellaneous programs throughout the year with 1000 attendees total.   visual arts - 5 venues displaying artwork available for sale to the general public. Over 200 artists represented along with multiple student exhibits.	
Vose Library	http://www.voselibrary.org	(207) 785-4733	EIN 01-0364464	Po Box 550	Union	ME	04862	USA		The mission of the vose library is to provide print and non-print material to the people of the union area to meet their literary, cultural, informational, educational, and recreational needs and to do so in a spirit of service to the community.				To provide reading and educational programs to residents of the town of union.	
Personal Health Services Inc	http://		EIN 22-2559670	901 Washington Ave Ste 104A	Portland	ME	04103	USA	Health, Home Health Care						
Oxford County Mineal And Gem Association Inc	http://		EIN 01-0345888	Po Box 165	Bryant Pond	ME	04219	USA							
Greater Androscoggin Humane Society	http://www.gahumane.org	207-783-2311	EIN 01-6011843	55 Strawberry Ave.	Lewiston	ME	04240	USA	Animal Protection & Welfare, Animals	The Greater Androscoggin Humane Society is committed to using its resources to provide the best possible care for stray, abandoned, and abused animals. Our adoption, spay/neuter, and educational programs are designed to reduce pet overpopulation and promote animal welfare.	our community's pets and pet owners	by welcoming 1,724 dogs and 2,297 cats into our Shelter.	Androscoggin County, Maine	Pet Adoption Services, Reuniting lost pets with their Owners, Spay/Neuter Assistance, Humane Education, Pet Food Assistance, and Temporary Shelter Partnerships with Safe Voices and our local hospitals. These are only a few of the many programs we offer our community in which we serve.	
Acton Ambulance Association	http://		EIN 01-0378156	Po Box 185	Acton	ME	04001	USA	Emergency Medical Services & Transport, Health						
Eastport Arts Center	http://www.eastportartscenter.com		EIN 01-0436739	36 Washington St	Eastport	ME	04631	USA	Arts & Culture, Arts Education, Performing Arts Centers, Symphony Orchestras	"To stimulate a nurture an appreciation of the visual and performing arts and the creative process, and to provide a home and an environment within the community where they can prosper."				We have seven constituent programs:Stage East (Theater)The Eastport Gallery (visual arts)Eastport Strings (youth symphony)Passamaquoddy Bay Symphony Orchestra (adult symphony serving the U.S. and Canada)ArtsBloom (art education)Northern Lights Film SocietyThe Concert Series	
Maine Fallen Heroes Foundation	http://www.mainefallenheroes.org	207-229-0229	EIN 81-0885281	P.O. Box #266	Auburn	ME	04212	USA	Arts & Culture, Commemorative Events, Fund Raising & Fund Distribution, Philanthropy, Public Foundations	Were here to support Gold Star family members who have lost a loved one during combat or due to accident or illness during active duty or reserve military service. Our families come from all over Maine and embrace each other with compassion and understanding. By sharing with each other after the death of their beloved, we make life easier for survivors because we understand exactly how they feel today and how they may feel tomorrow.  The Maine Fallen Heroes Foundation is one of the only organizations in the State of Maine that financially supports the families of our fallen military heroes. Our support system helps those in need with things that government benefits dont cover.	Families of our Fallen Military Heroes	(3) college students were given $1,000 college scholarships, we sent a mother & son to TAPS grief camp for children, we sent a Gold Star father to europe to a TAPS retreat, and much more...	Maine	emergency financial assistance & college scholarships	
B'nai B'rith 817 Pine Tree Lodge	http://		EIN 23-7145483	Local	Bangor	ME	04401	USA							
Trinity Day Care Center	http://	(207) 761-0655	EIN 22-2672270	113 Coyle St	Portland	ME	04103	USA		Non-denominational daycare provider.				Daycare center	
Davis Family Foundation	http://www.davisfoundations.org	(207) 846-9132	EIN 01-0390443	30 Forest Falls Dr Ste 5	Yarmouth	ME	04096	USA	Named Trusts, Philanthropy	To provide grants to colleges, universities, and other educational institutions; to hospitals and other health organizations with a primary interest in programs designed to increase the effectiveness or decrease the cost of medical care; and organizations whose customary and primary activity is to promote music, theatre, drama, history, literature, the arts, or other similar cultural activities.				Grants allocated in support of 501(c)(3) organizations. See schedule i for 2014 grants approved.	
Athens Historical Society	http://		EIN 01-0439631	Po Box 230	Athens	ME	04912	USA	Arts & Culture, Historical Societies & Historic Preservation						
Everyman Repertory Theatre	http://		EIN 26-1909354	PO Box 938 Paul Hodgson	Rockport	ME	04856	USA	Arts & Culture, Theater	To achieve excellence in professional theatre in the greater Penobscot Bay region			Penobscot Bay Area		
Work First Inc	http://www.workfirstinc.org	(207) 778-3200	EIN 01-0369660	Po Box 86	Farmington	ME	04938	USA	Health, Rehabilitative Care	To promote the fullest development of the individual's personal growth, social responsibility, independent living and vocational development. To increase the likelihood that people with disabilities will develop relationships, increase control over their lives and acquire positive roles in community life.				Work, rehabilitation and outreach program to individuals with developmental disabilities.   the thrift shop program provides clients with developmental disabilities valuable real world work experience.	
Bath Area Food Bank	http://bathfoodbank.org	207-650-3478	EIN 01-0437478	Po Box 65	Bath	ME	04530	USA	Food, Food Banks & Pantries	Our mission is to provide food and meals to food insecure families and individuals in the Bath area with kindness and respect.  We service Bath, W. Bath, Woolwich, Phippsburg, Arrosic, and Georgetown.	We serve the Bath Area, Bath, W. Bath, Phippsburg, Wooliwch, Arrosic and Georgetown	Over 600 Families accounting for over 2000 individuals and prepared over 10,000 meals	Our mission is to help food insecure families and individuals with kindness and respect.	Food pantry, located at 150 Congress Street soup kitchen, named the Bath Area Kitchen Table,  located at First Baptist Church on Washington Street (moving to 150 Congress Street March 6th)	
Eastern Maine Healthcare Systems	http://		EIN 01-0389219	PO Box 1598	Presque Isle	ME	04769	USA	Health, Health Care						
St Martin De Porres Residence Inc	http://	(207) 786-4690	EIN 01-0457499	Po Box 7227	Lewiston	ME	04243	USA	Homeless & Housing, Housing & Shelter	The organization's primary mission is to provide food and shelter for the homeless.				In 2014,the organization provided 2,838 bed nights and served 5,676 meals to the homeless and low income individuals in lewiston/auburn, maine	
Association Culturelle Et Historique Du Mont Carmel	http://	(207) 895-3339	EIN 22-2813830	Po Box 150	Grand Isle	ME	04746	USA	Arts & Culture, Historical Organizations	Historic and cultural preservation				Historical and cultural preservation	
Animal Refuge League Of Greater Portland	http://www.arlgp.org	(207) 887-7217	EIN 01-0212541	Po Box 336	Westbrook	ME	04098	USA	Animal Protection & Welfare, Animals	To provide temporary care and shelter for stray, abandoned, confiscated and relinquished animals, and to place as many as possible into responsible and caring homes; to work to create awareness and support for the humane treatment of all animals; to end animal overpopulation through education and the promotion of spaying and neutering; to make end-of-life decisions based on safety and animal welfare considerations.				Operation of animal shelter for companion animals serving the public of the greater portland metropolitan area.	
Peregrine Press	http://		EIN 01-0474263	61 Pleasant St	Portland	ME	04101	USA							
Heritage Radio Society Inc	http://		EIN 04-3389040	219 Cousins St	Yarmouth	ME	04096	USA	Arts & Culture, Radio						
Give a Dog a Home, German Shepherd Dog Rescue	http://www.giveadogahome-sanantonio.org	207-564-8838	EIN 27-5241306	187 Downs Road	Sebec	ME	04481	USA	Animal Protection & Welfare, Animals	Give a Dog a Home, German Shepherd Dog Rescue, founded on 14th February 2011 is a 501c federal tax-exempt and state of Maine licensed non-profit, no-kill, volunteer dog rescue based in Sebec, Maine.   Run entirely by volunteers sharing compassion, dedication and commitment donating their time and resources to help save the lives of the many dogs in need.  We are dedicated to saving dogs mainly from high-kill city shelters in Texas where there is an abundance of stray, abused and neglected dogs needing our help. After veterinarian examination and a health certificate issued, they are transported via DOT approved companies to the rescue and, or foster homes in Maine where there are an abundance of families throughout the east coast and Canada eager to adopt.  Animals in our care are all spayed or neutered and receive all necessary and appropriate veterinary care and treatment.  We do not dictate to veterinarians when and what treatment is needed, but follow their advice and instructions. We comply with the state of Maine import policies and our rescue is inspected and issued a yearly state of Maine Shelter License.  We have an in-depth application, which includes a vet reference check, two personal reference checks, authorized back-ground checks and if we feel the need, a home visit. We discuss at length the familys life-style and the dogs needs to ensure that full understanding of personality, cost, and responsibility leading and ensuring that a good match is found.  Give a Dog a Home, German Shepherd Dog Rescue strongly supports spay and neutering programs and educate families on the importance to help stop the overpopulation of unwanted animals.	Save as many dogs as we can, get them all and necessary vetting and treatments before finding them wonderful families to live their lives full of love, happiness, fun and safety. We have excellent working relationships with veterinarians in both Texas and Maine that we follow their professional advice and treatment plans.	Over 100 dogs from the high kill shelters, families who were missing a loving dog in their life and several veterans wanting companion/emotional support dogs.	Animal Welfare, saving German Shepherds and other breeds from HiGH KILL SHELTERS	On Thursday, 27th June 2013, Give a Dog a Home, German Shepherd Dog Rescue was approved to run a "Pet Food Bank". We are officially now a PARTNER AGENCY with the SAN ANTONIO FOOD BANK, working with the DAISY CARES PROGRAM.  We also work with a select few Service Dog Training Organizations who select our dogs for training. We always fund-raise to cover the adoption fee so that it is one less burden on a person that already has a lot in life to deal with.  We have been invited be a Day Care for mentally challenged adults and children to take our dogs to spend time with the clients, we also take a few of our dogs to nursing homes around San Antonio to allow the residents the joys of our dogs and also to allow our dogs to have lots of fuss and attention.	Over 500 dogs saved from the high kill shelters in Texas, strays taken in and owner surrenders since the rescue was founded in February 2011. We are a small volunteer rescue, who with our compassion, commitment and love of what we do have achieved a lot.   The rescue relocated to Maine in July 2015 and since then our adoption numbers have increased, allowing us to save many more dogs, even though the logistics and financial constraints do make saving these lives considerably difficult. However, where there is a will, there is a way and we always find a way.
Orono Land Trust Inc	http://www.oronolandtrust.org		EIN 01-0417249	Po Box 4	Orono	ME	04473	USA		Acquisition and maintenance of public land.				Land acquisition - appraisals for three possible acquisitions totaling about 300 acres plus title investigations on two existing land parcels.   stewardship and trails - stewardship of 632 acres of parcels owned in fee, 657 acres of conservation easements, eight trail easements, and 184 acres of town- and state-owned land.   communication and education - published four newsletters for members, held a number of public walks, and presented an educational program at the annual meeting.	
Coastal Maine Botanical Gardens Inc	http://www.mainegardens.org	(207) 633-4333	EIN 01-0476545	Po Box 234	Boothbay	ME	04537	USA	Botanical Gardens & Arboreta, Environment	The mission of coastal maine botanical gardens is to protect, preserve, and enhance the botanical heritage and natural landscapes of coastal maine for people of all ages through horticulture, education and research.				Incorported in 2002, coastal maine botanical gardens, inc. (cmbg) opened in 2007 as maine's first major botanical garden. It is the largest public garden in northern new england with 248 acres including fifteen developed acres of ornamental & premier specialty gardens, woodland trails and 1 mile of tidal shorefront serving close to 98,000 visitors in 2013. Our visitor center provides services including a gift shop, cafe and resource room. Cmbg offers educational programs covering plant science, gardening, botanical arts and environmental education in our leed platinum-net zero educational center that contains three large classrooms and can convert to a single 175 person auditorium for larger groups. Both our visitor center and educational center also contain administrative offices. Membership reached a peak of 4,945 in 2013. Cmbg continues to be a large regional economic stimulus, attracting many visitors to the boothbay region.	
Ossipee Valley Agricultural Society	http://		EIN 01-0350004	Po Box 548	Limington	ME	04049	USA	Farm Bureaus & Granges, Food						
Anson Madison Ambulance Service Inc Main St Anson Me	http://	(207) 696-4808	EIN 01-0445163	Po Box 277	Madison	ME	04950	USA	Disaster Aid, Search & Rescue Squads	Provide emergency medical response services.				All expenditures are directly related to providing emergency services to persons within the service area.	
Abbe Museum	http://www.abbemuseum.org	207-288-3519	EIN 01-0211777	PO Box 286 26 Mount Desert St.	Bar Harbor	ME	04609	USA	Arts & Culture, Cultural & Ethnic Awareness	To inspire new learning about the Wabanaki Nations with every visit.				Operation of a contemporary museum located in the heart of downtown bar harbor, maine focusing on the understanding and appreciation of the state of maine's native american heritage, culture, history, and archaeology. The museum's collections, exhibitions, and programs focus on native american traditions in maine and explore the broader native american experience, past and present. The history and cultures of maine's native american people, the wabanaki, are showcased through changing exhibitions, special events, collection management, teacher workshops, archaeology field schools and craft workshops for children and adults. Visitors find dynamic and stimulating exhibitions and activities interspersed with spaces for quiet reflection. In addition to the downtown location, from spring through fall, the abbe's historic trailside museum at sieur de monts spring continues to offer visitors a step back in time to early 20th century presentations of native american archaeology of maine. Admissions: the museum had over 25,000 visits combined at our two locations. Visitors came from most of usa plus many foreign countries. Curatorial services: the museum serves as one of only two federally recognized repositories for archaeological artifacts in the state of maine. In addition, the museum houses an extensive collection of historic and contemporary native american artwork and crafts which, in part, forms the basis for public exhibitions that highlight native american culture. Education: the museum provided educational programs to schools throughout maine both on site and in the classroom. School programs address topics of archaeology, culture differences, trade economies, and stereotyping. The museum provides a teacher training workshop, workshops and demostrations for adults and children, and is an essential resource for helping teachers and students comply with new state legislation, known as "the wabanaki initiative. " the museum also provides educational opportunities for adults and children visiting acadia national park. Memberships: the museum offers several levels of membership. Each level offers certain benefits. Some of the benefits are unlimited free admission, invitations to events and newsletters. Operation of a contemporary museum located in the heart of downtown bar harbor, maine focusing on the understanding and appreciation of the state of maine's native american heritage, culture, history, and archaeology. The museum's collections, exhibitions, and programs focus on native american traditions in maine and explore the broader native american experience, past and present. The history and cultures of maine's native american people, the wabanaki, are showcased through changing exhibitions, special events, collection management, teacher workshops, archaeology field schools and craft workshops for children and adults. Visitors find dynamic and stimulating exhibitions and activities interspersed with spaces for quiet reflection. In addition to the downtown location, from spring through fall, the abbe's historic trailside museum at sieur de monts spring continues to offer visitors a step back in time to early 20th century presentations of native american archaeology of maine. Admissions: the museum had over 25,000 visits combined at our two locations. Visitors came from most of usa plus many foreign countries. Curatorial services: the museum serves as one of only two federally recognized repositories for archaeological artifacts in the state of maine. In addition, the museum houses an extensive collection of historic and contemporary native american artwork and crafts which, in part, forms the basis for public exhibitions that highlight native american culture. Education: the museum provided educational programs to schools throughout maine both on site and in the classroom. School programs address topics of archaeology, culture differences, trade economies, and stereotyping. The museum provides a teacher training workshop, workshops and demostrations for adults and children, and is an essential resource for helping teachers and students comply with new state legislation, known as "the wabanaki initiative. " the museum also provides educational opportunities for adults and children visiting acadia national park. Memberships: the museum offers several levels of membership. Each level offers certain benefits. Some of the benefits are unlimited free admission, invitations to events and newsletters.	
Add Verb Productions Arts and Education	http://www.addverbproductions.org	207-772-1167	EIN 61-1459756	PO Box 3853	Portland	ME	04104	USA	Arts & Culture, Arts Education, Cultural & Ethnic Awareness, Performing Arts, Theater	Add Verb Productions Arts & Education uses theatre for health & wellness education. Add Verb awakens community-based action and understanding of social issues through theatre, creative expression and dialogue.			USA		
Penobscot Community Health Center	http://www.pchc.com	(207) 992-9200	EIN 01-0514750	103 Maine Ave	Bangor	ME	04401	USA	Community Clinics, Health	Penobscot community health center (pchc) is a non-profit organization incorporated in 1997 that is governed by a board of community volunteers and is the largest federally qualified health center in maine. Pchc is driven by its mission of "providing access to patient-centered, high-quality, comprehensive, integrated, health care services, regardless of the ability to pay" and demonstrates its dedication to quality care through joint commission accreditation as well as joint commission certification as a primary care medical home. As part of its patient centered medical home model, pchc is proud to provide high quality family medical care to over 60,000 people in the greater bangor region, waldo county and jackman area. Pchc's four largest medical practices in bangor, brewer, and old town, maine are open seven days a week and offer an integrated care model with medical care, mental health, and three of these practices pharmacy and physical therapy under one roof. Also available are same				Our mission is to provide access to patient centered, high-quality, comprehensive, and integrated health care services, regardless of ability to pay. Pchc's family medicine services provided 221,130 patient visits in 2014.   our mission is to provide access to patient centered, high-quality, comprehensive, and integrated health care services, regardless of ability to pay. Pchc's dental services provided 40,694 patient visits in 2014.   our mission is to provide access to patient centered, high-quality, comprehensive, and integrated health care services, regardless of ability to pay. Pchc's mental health services provided 39,938 patient visits in 2014.   pchc's other services provided 25,976 patient visits in 2014.	
Womens International Bowling Congress Inc	http://		EIN 51-0222059	140 Detroit Rd	Troy	ME	04987	USA							
Gulf of Maine Research Institute	http://www.gmri.org	(207) 772-2321	EIN 01-0504905	350 Commercial Street	Portland	ME	04101	USA	Animals, Zoos & Aquariums	The Gulf of Maine Research Institute is a neutral and strategically-focused marine science center. Our goal is to support the Gulf of Maine's emergence as one of the world's most vibrant marine communities.				Educated k-12 students and teachers about the gulf of maine bioregion.   managed and conducted marine research primarily related to the gulf of maine bioregion, with a minor amount of research related to other ocean ecosystems.   provided programs for training, technical assistance, communications and convening for stakeholders and general public in policy and emerging challenges primarily related to the gulf of maine bioregion, with a minor amount of collaborative program development in other ocean regions.	
Corinth Historical Society Inc	http://www.angelfire.com/me2/corinthhistorical/		EIN 01-0494326	PO Box 541	Corinth	ME	04427	USA	Arts & Culture, Support	Preserve the history and culture of Corinth, Maine	Citizens of all ages in Corinth, Maine, genealogists, antique lovers		greater Corinth, Maine area	museum archives tours	139 artifacts or documents were donated this past year, 2 successful Corinth Garden Tour fundraisers held, over 200 hours of volunteer time donated, added one major "room" exhibit to museum and several other smaller exhibits, hosted the local 4th graders for a Children's History Tour, sponsored a lecture on Maine's participation in the Civil War, published a 69-page brief history of Corinth, Maine
Sheepscot Wellspring Land Alliance Inc	http://		EIN 01-0464831	Ro Box 371	Liberty	ME	04949	USA	Chambers of Commerce & Business Leagues						
TRAVIS MILLS FOUNDATION	http://www.travismills.org	(207) 480-3490	EIN 46-4239670	89 Water St	Hallowell	ME	04347	USA	Military & Veterans Organizations, Veterans	At the travis mills foundation, we are honored to support combat-wounded veterans, their families, and gold star children. We do this by developing and maintaining long-term programs that help servicemen and women overcome physical obstacles, strengthen military families, and support gold star children.				Scholarships for disabled veteran camp week attendance including travel  sponsorship of disabled veterans sports program	
Chebeague & Cumberland Land Trust Inc	http://		EIN 01-6082716	Po Box 25	Chebeague Is	ME	04017	USA							
Educate Maine	http://www.educatemaine.org	(207) 347-8638	EIN 20-3559947	482 Congress St Ste 303	Portland	ME	04101	USA	Education					To increase post secondary degree attainment for maine people.	
Great Pond Mountain Conservation Tr	http://www.greatpondtrust.org	(207) 469-6929	EIN 01-0488464	Po Box 266	Orland	ME	04472	USA	Environment, Environmental Education, Forest Conservation, Land Resources Conservation	Conserving land, water and wildlife habitat for the communities of northwest hancock county. Protecting our legacy of: abundant wildlife habitat and biodiversity clean water rural character and scenic beauty working forests and farms outdoor recreation and education				Preserved and managed various easements and land in and around orland, maine, including 4,500 acres surrounding and including the summit of great pond mountain.	
Maine Lakes Society	http://	(877) 254-2511	EIN 01-0322800	Po Box 447	Belgrade Lks	ME	04918	USA	Environment, Water, Water Resources, Wetlands Conservation & Management	The maine congress of lake associations protects the water quality of maine's lakes and ponds and preserves their benefits for future generations.				Published and mailed 1 issue of "for the sake of maine lakes" to 1100 individuals; distributed e-news legislative alerts to 750 individuals.   hosted maine lakes conference "a sense of place" at colby college, 110 participants.   provided lake science education program via 30' floating classroom.   partnered with the maine department of enviornmental protection to improve and expand the lakesmart program. Trained over 150 courtesy boat inspectors across the eastern half of maine (from augusta eastwards, both north and south). Provided support to over 100 independent lake associations, including start-up, capacity building, in-person and online counseling.	
Central Aroostook Snowmobile Club Inc	http://		EIN 01-0468883	Po Box 528	Mars Hill	ME	04758	USA	Sports, Winter Sports						
Coastal Humane Society Inc	http://www.coastalhumanesociety.org	(207) 449-1366	EIN 01-6021200	30 Range Rd	Brunswick	ME	04011	USA	Animal Protection & Welfare, Animals	To provide food, shelter, medical care and adoption services to homeless animals.				Provide shelter and care for stray and homeless animals for eleven local townships.   offer low-cost rabies vaccinations to the public through monthly clinics.   offer dog obedience classes at shelter.	
Auber Memorial Educational Tr	http://		EIN 01-6129226	5 Milk St Ste 1	Portland	ME	04101	USA							
Bridge Academy	http://		EIN 01-0262260	Po Box 158	Dresden	ME	04342	USA							
Maine Dental Association Relief Fund	http://	(207) 622-7900	EIN 01-6012034	P O Box 215	Manchester	ME	04351	USA	Disaster Aid, Disaster Preparedness & Relief Services	To provide relief to dentists who are experiencing extreme financial hardship.				Benefits	
Harpswell Garden Club	http://		EIN 01-0364092	Po Box 113	Harpswell	ME	04079	USA							
Oakleaf Housing Trust Inc	http://	(207) 865-1652	EIN 01-0492876	24 South Street Suite A	Freeport	ME	04032	USA	Homeless & Housing, Housing Development, Construction & Management	To provide low-income housing to the elderly.				To provide 26 units of low income housing to elderly residents in freeport, maine, as well as supportive services designed to extend the time in which elderly tenants may live independently.	
Northern New England Housing Investment Fund	http://nnehif.org	(207) 772-8255	EIN 22-3211235	75 Market St Ste 201	Portland	ME	04101	USA	Homeless & Housing, Housing Rehabilitation	To foster low-income housing in the states of maine and new hampshire.				Facilitated equity financing for low-income housing and provided consulting services to developers of such housing.	
Center for Wildlife, Inc.	http://yorkcenterforwildlife.org	(207) 361-1400	EIN 22-2778845	PO Box 620	Cape Neddick	ME	03902	USA	Animal Protection & Welfare, Animals, Wildlife Sanctuaries	The mission of the Center for Wildlife is to rescue, rehabilitate and release sick and injured wild animals, and educate the public about wildlife and the habitats they need to survive.			Maine, NH, New England	Wildlife Assistance Hotline, Medical Treatment and Rehabilitation Clinic, Research, Training, Education & Awareness Programs	
Androscoggin Land Trust Inc	http://www.androscogginlandtrust.org	(207) 782-2302	EIN 01-0452701	86 Main St Ste 201	Auburn	ME	04210	USA	Animals, Environment, Farmland Preservation, Food, Land Resources Conservation, Recreation & Sports, Sports, Wildlife Preservation & Protection	The organization is dedicated to protecting, through land conservation and stewardship, the important natural areas, traditional landscapes, and outdoor experience in the androscoggin river watershed and throughout androscoggin county. The organization provides local educational and recreational opportunities to encourage appreciation of our natural heritage.				Operation of a land trust in the androscoggin county area of maine.	
